Municipality,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Nonspendable_Fund_Bal,Restricted_Fund_Bal,Committed_Fund_Bal,Assigned_Fund_Bal,Total_Fund_Bal,Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2012 Population,Moody's_Bond_Ratings_July2012,ACGLFY12,EGL,TANF12 Recipients,empl,ACMR,enrollmt
"WARREN",2.0120000000000000e+03,1.5000000000000000e+02,1.4900000000000000e+02,"L",3946708.0000,2495581.0000,6537508.0000,404936.0000,0.0000,0.0000,23319.0000,146647.0000,1449427.0000,1279461.0000,1449427.0000,154090.0000,4308297.0000,4604394.0000,2995840.0000,241688.0000,5390608.0000,0.0000,0.0000,124967.0000,124967.0000,-911181.0000,-911181.0000,0.0000,640289.6147,2716637.0000,3356926.6147,4295920.0000,4258928.0000,9.9138903890202801e-01,4322020.0000,4272327.0000,9.8850236694878779e-01,1.4470000000000000e+03,"Aa2",352983080.0000,597859437.9971,4.0000000000000000e+00,6.2182741116751268e-02,1.2250000000000000e+01,1.7713999999999999e+02
"WASHINGTON",2.0120000000000000e+03,1.5100000000000000e+02,1.5000000000000000e+02,"L",9537825.0000,7264320.0000,17375205.0000,686950.0000,0.0000,0.0000,80809.0000,507009.0000,3181370.0000,2593552.0000,3181370.0000,302399.0000,13861023.0000,14949998.0000,9328359.0000,61738.0000,13505361.0000,0.0000,0.0000,980500.0000,980500.0000,464137.0000,464137.0000,0.0000,1607039.9660,110000.0000,1717039.9660,13734945.0000,13605109.0000,9.9054703167722913e-01,13999198.0000,13783899.0000,9.8462061898117303e-01,3.5340000000000000e+03,"Aa2",1252101590.0000,1688543863.8440,4.0000000000000000e+00,5.6918547595682038e-02,1.1000000000000000e+01,4.0018000000000001e+02
"WATERBURY",2.0120000000000000e+03,1.5200000000000000e+02,1.5100000000000000e+02,"NH",364264000.0000,-212574000.0000,154047000.0000,18455000.0000,18000.0000,0.0000,0.0000,3000000.0000,22401000.0000,19383000.0000,22383000.0000,160695000.0000,218688000.0000,399066000.0000,175180000.0000,46172000.0000,352294000.0000,0.0000,0.0000,46757000.0000,46757000.0000,15000.0000,15000.0000,0.0000,,476544000.0000,476544000.0000,220594000.0000,213522000.0000,9.6794110447246984e-01,232751000.0000,215895000.0000,9.2757925852090861e-01,1.0991500000000000e+05,"A1",5300145561.0000,6105411821.9367,3.7130000000000000e+03,1.2870183530316134e-01,4.1818399999999997e+01,1.7533139999999999e+04
"WATERFORD",2.0120000000000000e+03,1.5300000000000000e+02,1.5200000000000000e+02,"NL",176726581.0000,5367389.0000,182232993.0000,190345.0000,30891.0000,0.0000,9454871.0000,533283.0000,10910494.0000,891449.0000,10879603.0000,7847691.0000,68989797.0000,79098430.0000,47785199.0000,2045875.0000,77674825.0000,0.0000,0.0000,1710198.0000,1710198.0000,-286593.0000,-286593.0000,0.0000,,49890000.0000,49890000.0000,69258247.0000,68572578.0000,9.9009982161402377e-01,69795530.0000,68431959.0000,9.8046334772441734e-01,1.9533000000000000e+04,"Aa2",3699831413.0000,4640714679.2191,5.6000000000000000e+01,7.8487814239109582e-02,1.8789999999999999e+01,3.0477600000000002e+03
"WATERTOWN",2.0120000000000000e+03,1.5400000000000000e+02,1.5300000000000000e+02,"L",132762669.0000,1428111.0000,134530947.0000,1259964.0000,0.0000,0.0000,0.0000,981642.0000,6754587.0000,5772945.0000,6754587.0000,18470161.0000,44991044.0000,66064565.0000,39592522.0000,7345894.0000,66627690.0000,280908.0000,15849791.0000,286541.0000,14955884.0000,-568758.0000,330782.0000,0.0000,,65163934.0000,65163934.0000,44879018.0000,44207717.0000,9.8504198554433609e-01,45875967.0000,44758102.0000,9.7563288420710570e-01,2.2261000000000000e+04,"Aa2",1921498490.0000,2560355224.3267,8.1000000000000000e+01,7.0919267039791456e-02,2.3320000000000000e+01,3.0975400000000000e+03
"WEST HARTFORD",2.0120000000000000e+03,1.5500000000000000e+02,1.5500000000000000e+02,"H",159716000.0000,28991000.0000,191215000.0000,-2500000.0000,169000.0000,0.0000,0.0000,355000.0000,18355000.0000,17831000.0000,18186000.0000,46477000.0000,200033000.0000,252935000.0000,149600000.0000,19933000.0000,240694000.0000,994000.0000,994000.0000,13591000.0000,13591000.0000,-356000.0000,-356000.0000,0.0000,,145620000.0000,145620000.0000,199192000.0000,197344000.0000,9.9072251897666574e-01,202038000.0000,199098000.0000,9.8544828200635526e-01,6.3274000000000000e+04,"Aaa",5034401821.0000,7244491863.8962,2.4800000000000000e+02,6.0652727595806435e-02,3.9439999999999998e+01,1.0439320000000000e+04
"WEST HAVEN",2.0120000000000000e+03,1.5600000000000000e+02,1.5600000000000000e+02,"NH",69375594.0000,-53593398.0000,15946758.0000,-3007014.0000,3935324.0000,0.0000,0.0000,0.0000,-10536666.0000,-14471990.0000,-14471990.0000,58881010.0000,88103965.0000,150479200.0000,89048477.0000,18682064.0000,152755066.0000,2450915.0000,2490430.0000,200000.0000,200000.0000,-24951.0000,14564.0000,0.0000,,132379860.0000,132379860.0000,87970800.0000,86085641.0000,9.7857062798110284e-01,91622308.0000,86808816.0000,9.4746375522432813e-01,5.5404000000000000e+04,"Baa1",2805812357.0000,4014297652.8571,6.5800000000000000e+02,1.0230195897368248e-01,3.1250000000000000e+01,7.2266000000000004e+03
"WESTBROOK",2.0120000000000000e+03,1.5700000000000000e+02,1.5400000000000000e+02,"M",34429651.0000,6331956.0000,40795681.0000,1808001.0000,10167.0000,0.0000,0.0000,0.0000,3961242.0000,3951075.0000,3951075.0000,3067410.0000,22821938.0000,27097716.0000,15984126.0000,3888993.0000,26485547.0000,437501.0000,10782822.0000,383000.0000,10607130.0000,666670.0000,787861.0000,0.0000,,21990000.0000,21990000.0000,22650090.0000,22361075.0000,9.8724000655185029e-01,23123992.0000,22593561.0000,9.7706144337015854e-01,6.9140000000000000e+03,"Aa2",1340777578.0000,1699819090.3333,9.0000000000000000e+00,7.2188024622271960e-02,1.6960000000000001e+01,9.4178999999999996e+02
"WESTON",2.0120000000000000e+03,1.5800000000000000e+02,1.5700000000000000e+02,"F",48737729.0000,13241809.0000,62520795.0000,627015.0000,757209.0000,0.0000,775424.0000,460884.0000,10878488.0000,8884971.0000,10121279.0000,5694609.0000,63176813.0000,71011083.0000,50570007.0000,6748200.0000,68499640.0000,107000.0000,2933061.0000,1569966.0000,4355467.0000,1048477.0000,1089037.0000,0.0000,,56732417.0000,56732417.0000,62936877.0000,62228086.0000,9.8873806528404640e-01,64250897.0000,62857173.0000,9.7830810050791972e-01,1.0350000000000000e+04,"Aaa",2635349349.0000,3614143912.1891,6.0000000000000000e+00,6.1003683241252299e-02,2.3930000000000000e+01,2.4852399999999998e+03
"WESTPORT",2.0120000000000000e+03,1.5900000000000000e+02,1.5800000000000000e+02,"F",173828588.0000,36445828.0000,210839785.0000,573138.0000,0.0000,232935.0000,394952.0000,6647675.0000,27788411.0000,20512849.0000,27555476.0000,4305131.0000,165268513.0000,196640642.0000,113131404.0000,19086793.0000,198483074.0000,408000.0000,15760810.0000,434425.0000,15635933.0000,-1868857.0000,-1717555.0000,0.0000,,142625922.0000,142625922.0000,166067052.0000,162662577.0000,9.7949939522019092e-01,176020666.0000,164667525.0000,9.3550109053672137e-01,2.7068000000000000e+04,"Aaa",9545029208.0000,13636314582.8571,2.0000000000000000e+01,6.1805101373446698e-02,1.7430000000000000e+01,5.7208599999999997e+03
"WETHERSFIELD",2.0120000000000000e+03,1.6000000000000000e+02,1.5900000000000000e+02,"H",60790134.0000,14390884.0000,75181018.0000,1463211.0000,0.0000,0.0000,405817.0000,829460.0000,10145445.0000,8910168.0000,10145445.0000,16674045.0000,72867903.0000,91040488.0000,55269575.0000,4284890.0000,88005487.0000,672465.0000,672465.0000,3356751.0000,3356751.0000,350715.0000,350715.0000,0.0000,,28537453.0000,28537453.0000,72558938.0000,71782216.0000,9.8929529536388749e-01,74515863.0000,72391467.0000,9.7149068782844261e-01,2.6710000000000000e+04,"Aa2",2314769170.0000,3128048308.3354,6.5000000000000000e+01,7.1212992239149175e-02,3.1420000000000002e+01,3.8570700000000002e+03
"WILLINGTON",2.0120000000000000e+03,1.6100000000000000e+02,1.6000000000000000e+02,"T",9559588.0000,3217672.0000,12777260.0000,430415.0000,0.0000,0.0000,557088.0000,448670.0000,2882444.0000,1876686.0000,2882444.0000,5042271.0000,11325330.0000,16652528.0000,12568247.0000,478371.0000,15893333.0000,0.0000,16800.0000,387566.0000,387566.0000,371629.0000,388429.0000,0.0000,3021749.7870,2803071.0000,5824820.7870,11219031.0000,11150609.0000,9.9390125582146982e-01,11363674.0000,11253385.0000,9.9029460014428428e-01,5.9940000000000000e+03,"Aa3",474899858.0000,654109288.6247,2.5000000000000000e+01,6.4088397790055249e-02,2.3579999999999998e+01,7.9069000000000005e+02
"WILTON",2.0120000000000000e+03,1.6200000000000000e+02,1.6100000000000000e+02,"F",91740835.0000,26105722.0000,118164856.0000,2973274.0000,57478.0000,0.0000,0.0000,4861264.0000,21192990.0000,16274248.0000,21135512.0000,11141142.0000,105831966.0000,119238013.0000,80058760.0000,8691039.0000,117996631.0000,815681.0000,1227700.0000,212589.0000,212589.0000,1844474.0000,2256493.0000,0.0000,,60001969.0000,60001969.0000,104546443.0000,103661623.0000,9.9153658436758096e-01,106471470.0000,104544151.0000,9.8189825875419956e-01,1.8617000000000000e+04,"Aaa",5081605300.0000,6346437726.9880,6.0000000000000000e+00,5.8711671024483006e-02,2.0850000000000001e+01,4.3096300000000001e+03
"WINCHESTER",2.0120000000000000e+03,1.6300000000000000e+02,1.6200000000000000e+02,"L",37955510.0000,-5462501.0000,35016532.0000,-698068.0000,3050.0000,0.0000,0.0000,0.0000,-1423932.0000,-1426982.0000,-1426982.0000,10786092.0000,20667970.0000,31961662.0000,20783947.0000,778484.0000,32408167.0000,94508.0000,94508.0000,211048.0000,211048.0000,-563045.0000,-563045.0000,-401978.0000,,5458092.0000,5458092.0000,20684500.0000,20224636.0000,9.7776770045202932e-01,21340620.0000,20583340.0000,9.6451462047494407e-01,1.1071000000000000e+04,,813012563.0000,1032016715.5916,1.0200000000000000e+02,9.1281727889011510e-02,2.5430000000000000e+01,1.3419700000000000e+03
"WINDHAM",2.0120000000000000e+03,1.6400000000000000e+02,1.6300000000000000e+02,"W",34029363.0000,6767914.0000,43282282.0000,12815275.0000,109026.0000,453283.0000,822457.0000,612761.0000,10458430.0000,8460903.0000,9896121.0000,36112329.0000,31383589.0000,70098853.0000,47650608.0000,2808518.0000,68361154.0000,330569.0000,330569.0000,992001.0000,992001.0000,1076267.0000,1076267.0000,0.0000,,21096595.0000,21096595.0000,31309499.0000,30600578.0000,9.7735763833206013e-01,32360889.0000,31104238.0000,9.6116759956749021e-01,2.5091000000000000e+04,"Aa3",935162574.0000,1468464619.4849,7.1000000000000000e+02,1.0610626486915146e-01,2.8149999999999999e+01,3.2631999999999998e+03
"WINDSOR",2.0120000000000000e+03,1.6500000000000000e+02,1.6400000000000000e+02,"H",64624458.0000,10227152.0000,77940856.0000,-6172807.0000,48934.0000,0.0000,0.0000,3238973.0000,18604137.0000,15316230.0000,18555203.0000,21115541.0000,79806333.0000,104442171.0000,67390801.0000,5925093.0000,97913820.0000,903038.0000,903038.0000,7196210.0000,7196210.0000,235179.0000,235179.0000,0.0000,,38470000.0000,38470000.0000,79201381.0000,78222116.0000,9.8763575852294794e-01,80739437.0000,79164619.0000,9.8049505844337259e-01,2.9140000000000000e+04,"Aa1",2841048444.0000,4003835033.2467,1.8300000000000000e+02,8.1351613685998539e-02,2.8030000000000001e+01,4.0739800000000000e+03
"WINDSOR LOCKS",2.0120000000000000e+03,1.6600000000000000e+02,1.6500000000000000e+02,"H",52304422.0000,20087349.0000,72395606.0000,1824542.0000,0.0000,0.0000,0.0000,151165.0000,9620130.0000,9468965.0000,9620130.0000,16318822.0000,29941636.0000,47322569.0000,30503362.0000,2516127.0000,46367605.0000,131912.0000,131912.0000,615700.0000,615700.0000,471176.0000,471176.0000,0.0000,,13881968.0000,13881968.0000,29699635.0000,29037825.0000,9.7771656116312544e-01,30729351.0000,29321667.0000,9.5419089716538430e-01,1.2546000000000000e+04,"Aa1",1247545501.0000,1686160157.6944,7.7000000000000000e+01,8.0270793036750485e-02,2.3399999999999999e+01,1.8613699999999999e+03
"WOLCOTT",2.0120000000000000e+03,1.6700000000000000e+02,1.6600000000000000e+02,"NH",44372996.0000,10382739.0000,54755735.0000,-1709658.0000,0.0000,0.0000,0.0000,178564.0000,2721563.0000,2542999.0000,2721563.0000,19263593.0000,31276936.0000,51428413.0000,35565637.0000,3336427.0000,52733796.0000,991110.0000,1665574.0000,136000.0000,136000.0000,-450273.0000,224191.0000,0.0000,,28835177.0000,28835177.0000,30979059.0000,30363864.0000,9.8014158532058704e-01,31923611.0000,30973329.0000,9.7023262813219968e-01,1.6724000000000000e+04,"A1",1363377222.0000,1999758229.6741,4.3000000000000000e+01,7.5657560678379199e-02,2.2680000000000000e+01,2.9083800000000001e+03
"WOODBRIDGE",2.0120000000000000e+03,1.6800000000000000e+02,1.6700000000000000e+02,"NH",52151445.0000,5121134.0000,57926351.0000,645847.0000,33521.0000,0.0000,0.0000,1001915.0000,5965266.0000,4929830.0000,5931745.0000,2628553.0000,39924202.0000,44568176.0000,26627017.0000,2263410.0000,42921725.0000,129252.0000,129252.0000,1332098.0000,1332098.0000,443605.0000,443605.0000,0.0000,14296187.2739,13445871.0000,27742058.2739,39352844.0000,39182781.0000,9.9567850801329627e-01,39733827.0000,39410230.0000,9.9185588138791669e-01,8.9650000000000000e+03,"Aaa",1188913710.0000,1643255100.3616,1.4000000000000000e+01,4.9349576708651664e-02,3.3079999999999998e+01,1.4870300000000000e+03
"WOODBURY",2.0120000000000000e+03,1.6900000000000000e+02,1.6800000000000000e+02,"L",17329346.0000,4659681.0000,22803538.0000,463169.0000,0.0000,0.0000,0.0000,457203.0000,3028529.0000,2571326.0000,3028529.0000,1317658.0000,27646132.0000,29490009.0000,20480193.0000,339015.0000,28960378.0000,31960.0000,31960.0000,26909.0000,26909.0000,534682.0000,534682.0000,0.0000,2201704.3847,2284352.0000,4486056.3847,27479740.0000,27018420.0000,9.8321235936002305e-01,28358954.0000,27317961.0000,9.6329226388251132e-01,9.8480000000000000e+03,"Aa2",1222726720.0000,1586206887.4151,2.0000000000000000e+01,6.1770515352846112e-02,2.2460000000000001e+01,1.3307400000000000e+03
"WOODSTOCK",2.0120000000000000e+03,1.7000000000000000e+02,1.6900000000000000e+02,"W",20271628.0000,2489496.0000,25768941.0000,128864.0000,0.0000,0.0000,0.0000,617820.0000,2756545.0000,2138725.0000,2756545.0000,7267052.0000,14721950.0000,22471650.0000,16588443.0000,1025194.0000,22355802.0000,12391.0000,482483.0000,220639.0000,220639.0000,-92400.0000,377692.0000,0.0000,,4772400.0000,4772400.0000,14598858.0000,14383923.0000,9.8527727305793367e-01,14999073.0000,14633784.0000,9.7564589491630582e-01,7.9040000000000000e+03,"Aa3",790368642.0000,976470972.3740,1.0000000000000000e+01,7.3338238901152805e-02,1.8420000000000002e+01,1.3375899999999999e+03
