Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,2011 Nonspendable_Fund_Bal,2011 Restricted_Fund_Bal,2011 Committed_Fund_Bal,2011 Assigned_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unassigned_Fund_Bal,Unrestricted_Fund_Bal,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2011 Population,Moody's_Bond_Ratings_July2011,area lmt,ACGLFY11,EGL,TANF11 Recipients,empl,ACMR,enrollmt,RPA Identifier
"SOUTH WINDSOR","BP",2.0110000000000000e+03,1.3100000000000000e+02,1.3200000000000000e+02,"H",133875251.0000,3127155.0000,137002406.0000,4855488.0000,4836.0000,0.0000,0.0000,2940494.0000,6377124.0000,"N",3431794.0000,6372288.0000,19887065.0000,77616815.0000,98652239.0000,66904426.0000,5114605.0000,97249164.0000,163016.0000,265119.0000,982159.0000,982159.0000,583932.0000,370319.0000,686035.0000,0.0000,"N","N",,36546678.0000,36546678.0000,77518490.0000,76539598.0000,9.8737214824488972e-01,80378609.0000,77244898.0000,9.6101312228481084e-01,2.5729000000000000e+04,"Aa2",2.7960000000000001e+01,2730908520.0000,3813398098.1823,4.1000000000000000e+01,6.5183476904293561e-02,2.8340000000000000e+01,4.6834700000000003e+03,"Capital Region COG"
"SOUTHBURY","JG",2.0110000000000000e+03,1.3200000000000000e+02,1.3000000000000000e+02,"NH",78355847.0000,14408878.0000,92764725.0000,1818995.0000,0.0000,0.0000,8208.0000,4986823.0000,6290070.0000,"Y",1295039.0000,6290070.0000,2882833.0000,55507048.0000,59826569.0000,41616763.0000,1617163.0000,56859227.0000,256170.0000,6783824.0000,2829973.0000,9253145.0000,393539.0000,-274523.0000,498021.0000,0.0000,"N","N",17171365.8696,11445301.0000,28616666.8696,55204482.0000,54902396.0000,9.9452787184924585e-01,55646919.0000,55124414.0000,9.9061035167104217e-01,1.9873000000000000e+04,"Aa2",3.9060000000000002e+01,2589294581.0000,3222574041.1214,2.9000000000000000e+01,7.6625885383129422e-02,2.1500000000000000e+01,3.0825500000000002e+03,"COG of Central Naugatuck Valley"
"SOUTHINGTON","JG",2.0110000000000000e+03,1.3300000000000000e+02,1.3100000000000000e+02,"H",104035000.0000,6786000.0000,111853000.0000,9929000.0000,231000.0000,0.0000,0.0000,1347000.0000,15064000.0000,"N",13486000.0000,14833000.0000,29520000.0000,97026000.0000,129563000.0000,86524000.0000,7001000.0000,126114000.0000,100000.0000,10675000.0000,2795000.0000,12310000.0000,754000.0000,780000.0000,1814000.0000,0.0000,"N","N",,77707000.0000,77707000.0000,96373000.0000,95119000.0000,9.8698805682089386e-01,98771000.0000,96255000.0000,9.7452693604398055e-01,4.3103000000000000e+04,"Aa2",3.5990000000000002e+01,4016154594.0000,5765941720.3094,1.3800000000000000e+02,7.3621842347571964e-02,2.4020000000000000e+01,6.8420699999999997e+03,"Central CT RPA"
"SPRAGUE","JG",2.0110000000000000e+03,1.3400000000000000e+02,1.3300000000000000e+02,"NL",15188655.0000,966324.0000,16156229.0000,1032310.0000,10427.0000,0.0000,0.0000,104924.0000,588147.0000,"Y",472796.0000,577720.0000,3410735.0000,4710196.0000,8377899.0000,6132335.0000,507735.0000,8736805.0000,26658.0000,26658.0000,63662.0000,63662.0000,-395910.0000,2797.0000,-395910.0000,0.0000,"N","N",,4038167.0000,4038167.0000,4748978.0000,4578751.0000,9.6415502451264246e-01,5011144.0000,4684407.0000,9.3479792239057591e-01,2.9780000000000000e+03,"A1",1.3210000000000001e+01,183861914.0000,289694026.8034,4.2000000000000000e+01,1.0645339216767788e-01,2.5750000000000000e+01,4.5319999999999999e+02,"Southeastern CT COG"
"STAFFORD","JG",2.0110000000000000e+03,1.3500000000000000e+02,1.3400000000000000e+02,"T",78779373.0000,1979588.0000,83243560.0000,7736433.0000,0.0000,0.0000,577224.0000,100292.0000,2736507.0000,"Y",2058991.0000,2736507.0000,12502647.0000,22252847.0000,36268450.0000,25026777.0000,2132231.0000,35711548.0000,7151812.0000,15943117.0000,252148.0000,16204989.0000,7456566.0000,-336550.0000,295030.0000,0.0000,"N","N",,23713608.0000,23713608.0000,22063382.0000,21424153.0000,9.7102760583123660e-01,23272642.0000,21997824.0000,9.4522246335418214e-01,1.2072000000000000e+04,"A1",5.7950000000000003e+01,789211469.0000,1201376103.5100,6.7000000000000000e+01,8.7029758562605281e-02,2.7960000000000001e+01,1.8942400000000000e+03,"Capital Region COG"
"STAMFORD","BP",2.0110000000000000e+03,1.3600000000000000e+02,1.3500000000000000e+02,"F",322220847.0000,-34416990.0000,305567997.0000,21424155.0000,43455.0000,0.0000,5961692.0000,2622431.0000,8627578.0000,"N",0.0000,8584123.0000,40296862.0000,407018129.0000,476130068.0000,241144181.0000,43242839.0000,431930436.0000,2798495.0000,2798495.0000,44510323.0000,44510323.0000,2487804.0000,-2222598.0000,2487804.0000,0.0000,"N","Y",,375307682.0000,375307682.0000,406841821.0000,399581762.0000,9.8215508183953393e-01,414223182.0000,401418750.0000,9.6908808450030204e-01,1.2386800000000000e+05,"Aa1",3.7710000000000001e+01,24089986377.0000,29980542111.0160,9.1900000000000000e+02,7.2252404055663688e-02,1.7170000000000002e+01,1.5123270000000000e+04,"South Western RPA"
"STERLING","JG",2.0110000000000000e+03,1.3700000000000000e+02,1.3600000000000000e+02,"W",24411699.0000,1501361.0000,26157701.0000,-1345036.0000,0.0000,11614.0000,0.0000,533.0000,2209154.0000,"Y",2197007.0000,2197540.0000,3829785.0000,7041725.0000,10945632.0000,8033070.0000,716368.0000,10396480.0000,10.0000,10.0000,351248.0000,351248.0000,197914.0000,-146485.0000,197914.0000,0.0000,"N","N",,10410000.0000,10410000.0000,6485765.0000,6394273.0000,9.8589341426955801e-01,6954883.0000,6777518.0000,9.7449777372243362e-01,3.8200000000000000e+03,"A1",2.7230000000000000e+01,317969506.0000,405500835.1274,2.9000000000000000e+01,9.9728014505893026e-02,2.0359999999999999e+01,6.3991999999999996e+02,"Northeastern CT COG"
"STONINGTON","JG",2.0110000000000000e+03,1.3800000000000000e+02,1.3700000000000000e+02,"NL",88872739.0000,18794839.0000,108017810.0000,4253227.0000,0.0000,0.0000,0.0000,1164354.0000,12724345.0000,"N",11559991.0000,12724345.0000,4841276.0000,48623139.0000,56632935.0000,33491085.0000,4578759.0000,55504848.0000,599162.0000,599162.0000,1142963.0000,1142963.0000,584286.0000,1093087.0000,584286.0000,0.0000,"N","N",,31140963.0000,31140963.0000,48511708.0000,47832323.0000,9.8599544258470551e-01,49073986.0000,48180300.0000,9.8178900731642216e-01,1.8506000000000000e+04,"Aa1",3.8680000000000000e+01,3152045021.0000,4108445565.7386,9.8000000000000000e+01,6.3638965747543172e-02,1.5430000000000000e+01,2.5433299999999999e+03,"Southeastern CT COG"
"STRATFORD","BP",2.0110000000000000e+03,1.3900000000000000e+02,1.3800000000000000e+02,"F",49666851.0000,-46500306.0000,5710271.0000,-6378413.0000,0.0000,0.0000,0.0000,2322228.0000,8583363.0000,"Y",6261135.0000,8583363.0000,32147909.0000,150267375.0000,189575934.0000,96787391.0000,19348995.0000,189284788.0000,822635.0000,67330095.0000,1579768.0000,67667416.0000,-465987.0000,-2303320.0000,-46175.0000,0.0000,"N","Y",,135893980.0000,135893980.0000,150248842.0000,146798179.0000,9.7703367990017520e-01,154645659.0000,148765678.0000,9.6197771707254975e-01,5.1901000000000000e+04,"Aa3",1.7579999999999998e+01,4561742833.0000,6749119645.7143,4.0700000000000000e+02,9.3973888060515695e-02,3.3320000000000000e+01,7.5022299999999996e+03,"Greater Bridgeport RPA"
"SUFFIELD","BP",2.0110000000000000e+03,1.4000000000000000e+02,1.3900000000000000e+02,"H",71686949.0000,14099937.0000,86244669.0000,3457813.0000,0.0000,322297.0000,433788.0000,772933.0000,7897528.0000,"Y",6368510.0000,7575231.0000,14822657.0000,32099202.0000,50256926.0000,32423783.0000,2363255.0000,47795860.0000,399000.0000,399000.0000,5562894.0000,5562894.0000,-2702828.0000,173012.0000,-2702828.0000,0.0000,"N","N",,14514490.0000,14514490.0000,31973457.0000,31559273.0000,9.8704600506601459e-01,32650694.0000,31869097.0000,9.7606185644936061e-01,1.5747000000000000e+04,,4.2210000000000001e+01,1386588211.0000,1909453281.3185,3.2000000000000000e+01,7.5040783034257749e-02,2.3149999999999999e+01,2.4077800000000002e+03,"Capital Region COG"
"THOMASTON","JG",2.0110000000000000e+03,1.4100000000000000e+02,1.4000000000000000e+02,"L",30913796.0000,1823160.0000,33628057.0000,-587551.0000,250932.0000,0.0000,0.0000,153207.0000,2170676.0000,"N",1766537.0000,1919744.0000,6794247.0000,16858253.0000,23933076.0000,14167881.0000,2677562.0000,20760159.0000,22500.0000,22500.0000,3001661.0000,3001661.0000,193756.0000,149051.0000,193756.0000,0.0000,"N","N",,22563202.0000,22563202.0000,16462140.0000,16192962.0000,9.8364866293203679e-01,17607030.0000,16673138.0000,9.4695914075230181e-01,7.8380000000000000e+03,"Aa3",1.2010000000000000e+01,607346586.0000,811923586.3472,3.5000000000000000e+01,8.3617747440273033e-02,2.6980000000000000e+01,1.2507900000000000e+03,"COG of Central Naugatuck Valley"
"THOMPSON","JG",2.0110000000000000e+03,1.4200000000000000e+02,1.4100000000000000e+02,"W",32742743.0000,2833256.0000,38421971.0000,-597827.0000,0.0000,0.0000,14119.0000,259190.0000,1974833.0000,"Y",1701524.0000,1974833.0000,9679812.0000,12858421.0000,23034846.0000,17008571.0000,1178008.0000,22827048.0000,117750.0000,117750.0000,213000.0000,213000.0000,112548.0000,-782646.0000,112548.0000,0.0000,"N","N",,11974970.0000,11974970.0000,12590217.0000,12360783.0000,9.8177680337042639e-01,13147833.0000,12600303.0000,9.5835587507081965e-01,9.4350000000000000e+03,"A1",4.6939999999999998e+01,603966546.0000,872284224.2857,4.9000000000000000e+01,9.0582959641255609e-02,2.1010000000000002e+01,1.2792700000000000e+03,"Northeastern CT COG"
"TOLLAND","JG",2.0110000000000000e+03,1.4300000000000000e+02,1.4200000000000000e+02,"T",80465804.0000,16943872.0000,97722739.0000,635050.0000,0.0000,0.0000,0.0000,1601935.0000,7811267.0000,"N",6209332.0000,7811267.0000,13912509.0000,37233490.0000,51852277.0000,37744919.0000,4872870.0000,50992621.0000,43003.0000,43003.0000,387819.0000,387819.0000,514840.0000,355910.0000,514840.0000,0.0000,"N","N",,42694518.0000,42694518.0000,37018564.0000,36700079.0000,9.9139661387189415e-01,37474223.0000,37003487.0000,9.8743840532730998e-01,1.5031000000000000e+04,"Aa2",3.9710000000000001e+01,1268155629.0000,1819491625.7143,1.7000000000000000e+01,6.0858498206641215e-02,2.9149999999999999e+01,3.1161799999999998e+03,"Capital Region COG"
"TORRINGTON","JG",2.0110000000000000e+03,1.4400000000000000e+02,1.4300000000000000e+02,"L",79501555.0000,-5211716.0000,74294675.0000,-1766470.0000,0.0000,0.0000,263581.0000,138410.0000,3585124.0000,"Y",3183133.0000,3585124.0000,35311896.0000,75648968.0000,116198409.0000,68685012.0000,5444436.0000,116200664.0000,1500000.0000,1500000.0000,2730112.0000,2730112.0000,-1232367.0000,-2635311.0000,-1232367.0000,0.0000,"N","Y",,36929053.0000,36929053.0000,75224952.0000,75224952.0000,1.0000000000000000e+00,75224952.0000,75224952.0000,1.0000000000000000e+00,3.6167000000000000e+04,"Aa2",3.9789999999999999e+01,2331891865.0000,3382715192.8571,3.9000000000000000e+02,9.9866184269217423e-02,3.2500000000000000e+01,4.6645699999999997e+03,"Litchfield Hills Cncl of Elected Ofcls"
"TRUMBULL","JG",2.0110000000000000e+03,1.4500000000000000e+02,1.4400000000000000e+02,"F",100722397.0000,-39989828.0000,61466178.0000,-1374639.0000,1694039.0000,0.0000,0.0000,766416.0000,18275995.0000,"Y",15815540.0000,16581956.0000,12825808.0000,125707246.0000,144728553.0000,95962843.0000,8092874.0000,142427282.0000,487812.0000,487812.0000,1397650.0000,1397650.0000,1391433.0000,1230982.0000,1391433.0000,0.0000,"N","N",,88821867.0000,88821867.0000,124899112.0000,123244683.0000,9.8675387700114314e-01,127672418.0000,124746922.0000,9.7708591999878935e-01,3.6376000000000000e+04,"Aa2",2.3289999999999999e+01,5114138925.0000,6491209068.8356,4.7000000000000000e+01,6.9656849500135093e-02,2.4539999999999999e+01,6.8538100000000004e+03,"Greater Bridgeport RPA"
"UNION","JG",2.0110000000000000e+03,1.4600000000000000e+02,1.4500000000000000e+02,"T",5958660.0000,442551.0000,6475248.0000,-49127.0000,0.0000,0.0000,0.0000,191000.0000,468594.0000,"N",277594.0000,468594.0000,509738.0000,2161975.0000,2763280.0000,1660942.0000,3092393.0000,2583240.0000,200.0000,200.0000,228820.0000,228820.0000,-48580.0000,-25558.0000,-48580.0000,0.0000,"N","N",,4000500.0000,4000500.0000,2188089.0000,2150668.0000,9.8289786201566753e-01,2220846.0000,2154330.0000,9.7004925150145482e-01,8.5300000000000000e+02,,2.8710000000000001e+01,95360674.0000,152587976.9761,1.0000000000000000e+00,6.4456721915285453e-02,2.2890000000000001e+01,1.0900000000000000e+02,"Northeastern CT COG"
"VERNON","JG",2.0110000000000000e+03,1.4700000000000000e+02,1.4600000000000000e+02,"T",95834210.0000,6733222.0000,107476956.0000,2079976.0000,0.0000,0.0000,0.0000,2122970.0000,11078065.0000,"N",8955095.0000,11078065.0000,24575878.0000,57387268.0000,84618454.0000,52089429.0000,5738214.0000,82667959.0000,279614.0000,279614.0000,1578773.0000,1578773.0000,651336.0000,521060.0000,651336.0000,0.0000,"N","Y",,55325994.0000,55325994.0000,57184120.0000,56484922.0000,9.8777286421475052e-01,58398136.0000,57028042.0000,9.7653873746929187e-01,2.9139000000000000e+04,"Aa2",1.7730000000000000e+01,1708196907.0000,2462690473.8174,3.5000000000000000e+02,8.1945484930559559e-02,3.0020000000000000e+01,3.7688899999999999e+03,"Capital Region COG"
"VOLUNTOWN","JG",2.0110000000000000e+03,1.4800000000000000e+02,1.4700000000000000e+02,"NL",8207380.0000,2821378.0000,11028758.0000,113056.0000,0.0000,0.0000,261824.0000,9745.0000,1749313.0000,"Y",1477744.0000,1749313.0000,2945209.0000,4515273.0000,7544774.0000,6088931.0000,87344.0000,7434363.0000,0.0000,0.0000,15000.0000,15000.0000,95411.0000,289167.0000,95411.0000,0.0000,"N","N",,501004.0000,501004.0000,4501290.0000,4380592.0000,9.7318590892832946e-01,4705350.0000,4497514.0000,9.5582985325214920e-01,2.5970000000000000e+03,,3.8920000000000002e+01,224279006.0000,277594434.9920,1.8000000000000000e+01,1.0332103321033211e-01,2.0430000000000000e+01,4.2992000000000002e+02,"Southeastern CT COG"
"WALLINGFORD","JG",2.0110000000000000e+03,1.4900000000000000e+02,1.4800000000000000e+02,"NH",199247000.0000,13911000.0000,214650000.0000,1653000.0000,15000.0000,0.0000,244000.0000,5906000.0000,20962000.0000,"N",14797000.0000,20947000.0000,30412000.0000,104359000.0000,141047000.0000,90009000.0000,5034000.0000,140892000.0000,2397000.0000,2416000.0000,1900000.0000,1900000.0000,652000.0000,-406000.0000,671000.0000,0.0000,"N","Y",,42092000.0000,42092000.0000,103940000.0000,102206000.0000,9.8331729844140847e-01,107319000.0000,103842000.0000,9.6760126352276854e-01,4.5062000000000000e+04,"Aaa",3.9020000000000003e+01,4304589076.0000,6644907045.5225,1.5500000000000000e+02,8.0675785639555159e-02,2.4079999999999998e+01,6.5878699999999999e+03,"South Central Regional COG"
"WARREN","JG",2.0110000000000000e+03,1.5000000000000000e+02,1.4900000000000000e+02,"L",2389230.0000,3656784.0000,6132572.0000,56141.0000,0.0000,0.0000,0.0000,238262.0000,2360608.0000,"N",2122346.0000,2360608.0000,139118.0000,4297017.0000,4636299.0000,2842144.0000,262598.0000,4536455.0000,0.0000,0.0000,102472.0000,102472.0000,-2628.0000,439880.0000,-2628.0000,0.0000,"N","N",730340.6155,2882539.0000,3612879.6155,4273320.0000,4253773.0000,9.9542580476070130e-01,4321294.0000,4295210.0000,9.9396384508899416e-01,1.4530000000000000e+03,"Aa2",2.6309999999999999e+01,348627310.0000,474367927.1073,1.0000000000000000e+00,6.3291139240506333e-02,1.2250000000000000e+01,1.7628000000000000e+02,"Northwestern CT COG"
"WASHINGTON","JG",2.0110000000000000e+03,1.5100000000000000e+02,1.5000000000000000e+02,"L",10790769.0000,5555777.0000,16688255.0000,662016.0000,974.0000,0.0000,75685.0000,85125.0000,2717233.0000,"Y",2555449.0000,2716259.0000,340209.0000,13788379.0000,14926459.0000,9145846.0000,64419.0000,13338619.0000,0.0000,0.0000,986500.0000,986500.0000,601340.0000,309279.0000,601340.0000,0.0000,"N","N",517615.0154,165000.0000,682615.0154,13611487.0000,13424376.0000,9.8625344901699574e-01,13906092.0000,13634301.0000,9.8045525658826360e-01,3.5570000000000000e+03,"Aa2",3.8180000000000000e+01,1243701770.0000,1667875309.0474,7.0000000000000000e+00,7.0680628272251314e-02,1.1000000000000000e+01,4.1572000000000003e+02,"Northwestern CT COG"
"WATERBURY","JG",2.0110000000000000e+03,1.5200000000000000e+02,1.5100000000000000e+02,"NH",357192000.0000,-230685000.0000,135592000.0000,15080000.0000,65000.0000,0.0000,0.0000,3750000.0000,22386000.0000,"N",18571000.0000,22321000.0000,153659000.0000,218483000.0000,391619000.0000,168429000.0000,43018000.0000,343602000.0000,0.0000,0.0000,46811000.0000,46811000.0000,1206000.0000,98000.0000,1206000.0000,0.0000,"N","Y",,451206000.0000,451206000.0000,219818000.0000,213022000.0000,9.6908351454384989e-01,234153000.0000,215843000.0000,9.2180326538630719e-01,1.1018900000000000e+05,"A1",2.8570000000000000e+01,5277391511.0000,7056499042.5110,3.9220000000000000e+03,1.3879498522224584e-01,4.1818399999999997e+01,1.7593610000000001e+04,"COG of Central Naugatuck Valley"
"WATERFORD","JG",2.0110000000000000e+03,1.5300000000000000e+02,1.5200000000000000e+02,"NL",172218208.0000,9292855.0000,182042648.0000,-10891868.0000,399630.0000,0.0000,9663571.0000,713918.0000,11197087.0000,"Y",419968.0000,10797457.0000,6481851.0000,65895572.0000,76000176.0000,45477649.0000,2502000.0000,74299020.0000,15459.0000,15459.0000,1810424.0000,1810424.0000,-93809.0000,-940423.0000,-93809.0000,0.0000,"N","Y",,35515000.0000,35515000.0000,66007080.0000,65358694.0000,9.9017702343445579e-01,66987676.0000,65808552.0000,9.8239789659220300e-01,1.9477000000000000e+04,"Aa2",3.2750000000000000e+01,3668385635.0000,4900346883.3931,6.4000000000000000e+01,8.2807863501483683e-02,1.8039999999999999e+01,3.1657900000000000e+03,"Southeastern CT COG"
"WATERTOWN","JG",2.0110000000000000e+03,1.5400000000000000e+02,1.5300000000000000e+02,"L",134314785.0000,1019194.0000,135673713.0000,8169397.0000,0.0000,0.0000,0.0000,849103.0000,6423805.0000,"N",5574702.0000,6423805.0000,15509642.0000,44110778.0000,61547900.0000,36930006.0000,7478314.0000,61826647.0000,482573.0000,482573.0000,218183.0000,218183.0000,-14357.0000,732803.0000,-14357.0000,0.0000,"N","Y",,63724721.0000,63724721.0000,43767426.0000,43141572.0000,9.8570046134310019e-01,44693740.0000,43711235.0000,9.7801694375990911e-01,2.2377000000000000e+04,"Aa2",2.9149999999999999e+01,1910442572.0000,2711910057.8961,7.2000000000000000e+01,8.6945912972753156e-02,2.2910000000000000e+01,3.1833299999999999e+03,"COG of Central Naugatuck Valley"
"WEST HARTFORD","JG",2.0110000000000000e+03,1.5500000000000000e+02,1.5500000000000000e+02,"H",167371000.0000,23842000.0000,193715000.0000,3558000.0000,178000.0000,0.0000,0.0000,652000.0000,18711000.0000,"N",17881000.0000,18533000.0000,32117000.0000,192984000.0000,231255000.0000,139573000.0000,19809000.0000,214638000.0000,878000.0000,878000.0000,16786000.0000,16786000.0000,709000.0000,1142000.0000,709000.0000,0.0000,"N","N",,145095000.0000,145095000.0000,192761000.0000,190585000.0000,9.8871140946560765e-01,195238000.0000,192005000.0000,9.8344072362962132e-01,6.3317000000000000e+04,"Aaa",2.1980000000000000e+01,4999850463.0000,7137413505.4971,2.5800000000000000e+02,7.4163067831282264e-02,3.8380000000000003e+01,1.0446450000000001e+04,"Capital Region COG"
"WEST HAVEN","JG",2.0110000000000000e+03,1.5600000000000000e+02,1.5600000000000000e+02,"NH",61266156.0000,-42546305.0000,18953772.0000,-8620305.0000,993567.0000,0.0000,0.0000,0.0000,-10551230.0000,"N",-11544797.0000,-11544797.0000,57689619.0000,84939766.0000,148441030.0000,86890030.0000,18530838.0000,150604926.0000,2670911.0000,2670911.0000,318267.0000,318267.0000,188748.0000,-5905401.0000,188748.0000,0.0000,"N","Y",,142735756.0000,142735756.0000,84116342.0000,82892466.0000,9.8545019943924805e-01,86949640.0000,83674676.0000,9.6233493318661234e-01,5.5477000000000000e+04,"Baa1",1.0830000000000000e+01,3006613740.0000,4200968454.2071,7.5100000000000000e+02,1.0225167226706026e-01,2.7960000000000001e+01,7.5543999999999996e+03,"South Central Regional COG"
"WESTBROOK","JG",2.0110000000000000e+03,1.5700000000000000e+02,1.5400000000000000e+02,"M",31186356.0000,7734747.0000,38955177.0000,3319250.0000,214825.0000,0.0000,0.0000,2213.0000,3173381.0000,"Y",2956343.0000,2958556.0000,2550019.0000,22869340.0000,26604331.0000,15326905.0000,3634816.0000,25649358.0000,306387.0000,11298556.0000,580415.0000,11494741.0000,680945.0000,-600295.0000,758788.0000,0.0000,"N","N",,24905000.0000,24905000.0000,22892909.0000,22596679.0000,9.8706018531764572e-01,23291310.0000,22734744.0000,9.7610413497566262e-01,6.9540000000000000e+03,"Aa2",1.5720000000000001e+01,1332533344.0000,1873317800.7284,1.4000000000000000e+01,7.1833161688980435e-02,1.7250000000000000e+01,9.6538999999999999e+02,"Lower CT River Valley COG"
"WESTON","JG",2.0110000000000000e+03,1.5800000000000000e+02,1.5700000000000000e+02,"F",49112548.0000,12270575.0000,61893780.0000,3137056.0000,700841.0000,0.0000,329500.0000,646392.0000,9789451.0000,"Y",8112718.0000,9088610.0000,4602203.0000,62190509.0000,68515388.0000,48587207.0000,7132769.0000,67765801.0000,135000.0000,760000.0000,936514.0000,936514.0000,-51927.0000,-288087.0000,573073.0000,0.0000,"N","N",,60858311.0000,60858311.0000,62192699.0000,61284319.0000,9.8539410550424900e-01,63534235.0000,61897065.0000,9.7423168784514369e-01,1.0281000000000000e+04,"Aaa",1.9800000000000001e+01,2622554567.0000,3522242540.3143,7.0000000000000000e+00,5.9051109753614335e-02,2.3859999999999999e+01,2.5307700000000000e+03,"South Western RPA"
"WESTPORT","JG",2.0110000000000000e+03,1.5900000000000000e+02,1.5800000000000000e+02,"F",169862108.0000,39368776.0000,210266647.0000,3691735.0000,0.0000,214547.0000,601408.0000,7398103.0000,29505966.0000,"Y",21291908.0000,29291419.0000,4500989.0000,161327432.0000,190626338.0000,108169179.0000,19360486.0000,188478245.0000,556616.0000,15175331.0000,355800.0000,14966309.0000,2348909.0000,2928936.0000,2357115.0000,0.0000,"N","Y",,156777654.0000,156777654.0000,161361860.0000,157993811.0000,9.7912735388647598e-01,169907418.0000,159550374.0000,9.3904301459045181e-01,2.6656000000000000e+04,"Aaa",2.0010000000000002e+01,10906749050.0000,14735698117.3787,1.4000000000000000e+01,6.1498381621536279e-02,1.4850000000000000e+01,5.7389099999999999e+03,"South Western RPA"
"WETHERSFIELD","JG",2.0110000000000000e+03,1.6000000000000000e+02,1.5900000000000000e+02,"H",60078337.0000,13639470.0000,73717807.0000,1209103.0000,0.0000,0.0000,1823247.0000,858617.0000,9794730.0000,"Y",7112866.0000,9794730.0000,14296441.0000,70620970.0000,87073198.0000,54344069.0000,4388624.0000,85862161.0000,0.0000,0.0000,2022213.0000,2022213.0000,-811176.0000,-45155.0000,-811176.0000,0.0000,"N","N",,30518865.0000,30518865.0000,70662766.0000,69806811.0000,9.8788676061732428e-01,72200779.0000,70335669.0000,9.7416773024014047e-01,2.6690000000000000e+04,"Aa2",1.2390000000000001e+01,2315493100.0000,3274360077.6258,7.5000000000000000e+01,8.0539332323887811e-02,3.0660000000000000e+01,3.9302700000000000e+03,"Capital Region COG"
"WILLINGTON","JG",2.0110000000000000e+03,1.6100000000000000e+02,1.6000000000000000e+02,"T",9210797.0000,3136048.0000,12346845.0000,-1162755.0000,0.0000,0.0000,570100.0000,473892.0000,2494015.0000,"Y",1450023.0000,2494015.0000,4652039.0000,10996151.0000,15859734.0000,12108577.0000,431232.0000,15653325.0000,0.0000,153750.0000,402044.0000,402044.0000,-195635.0000,123135.0000,-41885.0000,0.0000,"N","N",3285112.5639,3165976.0000,6451088.5639,11035097.0000,10919642.0000,9.8953747302810302e-01,11114196.0000,10960912.0000,9.8620826913615700e-01,6.0330000000000000e+03,"Aa3",3.3270000000000003e+01,471680722.0000,670636840.8760,1.8000000000000000e+01,6.6476239937678525e-02,2.3399999999999999e+01,7.9923000000000002e+02,"Windham Region COG"
"WILTON","JG",2.0110000000000000e+03,1.6200000000000000e+02,1.6100000000000000e+02,"F",89574104.0000,25290344.0000,115191582.0000,4707393.0000,2572.0000,0.0000,0.0000,4131983.0000,18936497.0000,"N",14801942.0000,18933925.0000,8951916.0000,101459644.0000,112607514.0000,74243675.0000,9110955.0000,111339137.0000,629033.0000,920271.0000,193156.0000,193156.0000,1704254.0000,-2567625.0000,1995492.0000,0.0000,"N","N",,66079327.0000,66079327.0000,99307392.0000,98413428.0000,9.9099801150754219e-01,100866012.0000,98940190.0000,9.8090712657500523e-01,1.8242000000000000e+04,"Aaa",2.6949999999999999e+01,5058482712.0000,6283042965.5590,2.0000000000000000e+00,6.0326472675656495e-02,2.0160000000000000e+01,4.3316400000000003e+03,"South Western RPA"
"WINCHESTER","JG",2.0110000000000000e+03,1.6300000000000000e+02,1.6200000000000000e+02,"L",,,,,,,,,,,0.0000,0.0000,,,,,,,,,,,0.0000,-228805.0000,0.0000,,,,,,,,,,,,,1.1175000000000000e+04,"A1",3.2280000000000001e+01,813828330.0000,1148681920.9622,1.2700000000000000e+02,9.6181046676096185e-02,2.5430000000000000e+01,1.3720999999999999e+03,"Litchfield Hills Cncl of Elected Ofcls"
"WINDHAM","JG",2.0110000000000000e+03,1.6400000000000000e+02,1.6300000000000000e+02,"W",16234047.0000,9351701.0000,30650071.0000,469116.0000,106816.0000,4077848.0000,61500.0000,506691.0000,13085227.0000,"Y",8332372.0000,8900563.0000,30986301.0000,30052454.0000,63763028.0000,41599963.0000,2832335.0000,61669841.0000,251890.0000,5664967.0000,1161998.0000,2808200.0000,1183079.0000,1368906.0000,4949954.0000,0.0000,"N","N",,27010230.0000,27010230.0000,29774647.0000,29161587.0000,9.7940999938639073e-01,30660796.0000,29548175.0000,9.6371193363668706e-01,2.5214000000000000e+04,"Aa3",2.7070000000000000e+01,925815494.0000,1472431838.2180,7.2500000000000000e+02,1.1625300240192153e-01,2.6670000000000002e+01,3.3397500000000000e+03,"Windham Region COG"
