Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unreserved_Fund_Bal,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2010 Population,Moody's_Bond_Ratings_July2010,area lmt,ACGLFY10,EGL,TANF10 Recipients,empl,ACMR,enrollmt,RPA Identifier
"STRATFORD","BP",2.0100000000000000e+03,1.3900000000000000e+02,1.3800000000000000e+02,"F",46586648.0000,-36776799.0000,12088684.0000,-4914865.0000,1894467.0000,0.0000,8498405.0000,"N",6603938.0000,32138236.0000,140403581.0000,179289910.0000,93610201.0000,19583255.0000,181584584.0000,1198382.0000,24285657.0000,1388697.0000,24294303.0000,-2484989.0000,-887395.0000,-2303320.0000,0.0000,"N","Y",,134393928.0000,134393928.0000,139908592.0000,136920401.0000,9.7864183351941669e-01,144247030.0000,138955897.0000,9.6331894667086038e-01,5.1437000000000000e+04,"Aa2",1.7579999999999998e+01,4638921702.0000,6788547960.3459,3.7500000000000000e+02,9.8773402194964499e-02,3.0359999999999999e+01,7.5429600000000000e+03,"Greater Bridgeport RPA"
"SUFFIELD","BP",2.0100000000000000e+03,1.4000000000000000e+02,1.3900000000000000e+02,"H",68113986.0000,14218502.0000,82786856.0000,493593.0000,425675.0000,2500000.0000,10481875.0000,"N",10056200.0000,13067296.0000,31934209.0000,48599920.0000,31917228.0000,2934099.0000,46572829.0000,631805.0000,631805.0000,2485884.0000,2485884.0000,173012.0000,941912.0000,173012.0000,0.0000,"N","N",,16144909.0000,16144909.0000,31877600.0000,31442423.0000,9.8634850176926747e-01,32383608.0000,31699702.0000,9.7888110552721608e-01,1.5789000000000000e+04,"Aa2",4.2210000000000001e+01,1378473501.0000,1985159390.0000,2.4000000000000000e+01,7.7320270091354434e-02,2.3149999999999999e+01,2.4406399999999999e+03,"Capital Region COG"
"THOMASTON","JG",2.0100000000000000e+03,1.4100000000000000e+02,1.4000000000000000e+02,"L",25851843.0000,7669800.0000,34215608.0000,-433391.0000,0.0000,350000.0000,1976920.0000,"N",1976920.0000,6811715.0000,16525756.0000,23712700.0000,13933975.0000,2803519.0000,20728239.0000,32963.0000,32963.0000,2868373.0000,2868373.0000,149051.0000,-165138.0000,149051.0000,0.0000,"N","N",,24356550.0000,24356550.0000,16070948.0000,15687137.0000,9.7611771253319968e-01,17395680.0000,16140497.0000,9.2784513166487315e-01,7.8920000000000000e+03,"Aa3",1.2010000000000000e+01,612995597.0000,823889467.1348,2.7000000000000000e+01,9.1279194343261191e-02,2.6280000000000001e+01,1.2862900000000000e+03,"COG of Central Naugatuck Valley"
"THOMPSON","BP",2.0100000000000000e+03,1.4200000000000000e+02,1.4100000000000000e+02,"W",33613858.0000,2732653.0000,39019798.0000,-84018.0000,105740.0000,0.0000,1834051.0000,"N",1728311.0000,9771433.0000,12028543.0000,22336234.0000,17195096.0000,1139141.0000,22008181.0000,17000.0000,247327.0000,1358026.0000,1358026.0000,-1012973.0000,-432923.0000,-782646.0000,0.0000,"N","N",,12655312.0000,12655312.0000,11913498.0000,11678760.0000,9.8029646708296758e-01,12403540.0000,11842536.0000,9.5477065418420870e-01,9.4740000000000000e+03,"A1",4.6939999999999998e+01,664083537.0000,926075551.1536,5.3000000000000000e+01,1.1214782290523234e-01,1.8210000000000001e+01,1.3427900000000000e+03,"Northeastern CT COG"
"TOLLAND","BP",2.0100000000000000e+03,1.4300000000000000e+02,1.4200000000000000e+02,"T",81360747.0000,15413879.0000,97087689.0000,-385671.0000,1176551.0000,0.0000,7296427.0000,"N",6119876.0000,13731950.0000,36529867.0000,50950725.0000,35747088.0000,4818656.0000,50435718.0000,114053.0000,114053.0000,273150.0000,273150.0000,355910.0000,280848.0000,355910.0000,0.0000,"N","N",,39935542.0000,39935542.0000,36331806.0000,36030048.0000,9.9169438480432270e-01,36780494.0000,36322200.0000,9.8753975408813166e-01,1.5086000000000000e+04,"Aa2",3.9710000000000001e+01,1224805434.0000,1920145442.7726,2.6000000000000000e+01,6.5472007495900680e-02,2.9489999999999998e+01,3.2445999999999999e+03,"Capital Region COG"
"TORRINGTON","JG",2.0100000000000000e+03,1.4400000000000000e+02,1.4300000000000000e+02,"L",72797881.0000,3258439.0000,76061145.0000,-7719613.0000,992694.0000,1000000.0000,4654516.0000,"N",3661822.0000,35269134.0000,68680000.0000,109102192.0000,67508518.0000,5596239.0000,114943705.0000,3829742.0000,3829742.0000,623540.0000,623540.0000,-2635311.0000,-1802055.0000,-2635311.0000,0.0000,"N","N",,26717834.0000,26717834.0000,68401776.0000,68401776.0000,1.0000000000000000e+00,68401776.0000,68401776.0000,1.0000000000000000e+00,3.6438000000000000e+04,"Aa2",3.9789999999999999e+01,1947453628.0000,3233808430.2217,4.7500000000000000e+02,1.0974394739463983e-01,3.5320000000000000e+01,4.7847399999999998e+03,"Litchfield Hills Cncl of Elected Ofcls"
"TRUMBULL","JG",2.0100000000000000e+03,1.4500000000000000e+02,1.4400000000000000e+02,"F",92229381.0000,-29388564.0000,62840817.0000,5202550.0000,2069171.0000,0.0000,16742224.0000,"N",14673053.0000,12774601.0000,123667909.0000,141109729.0000,92778603.0000,9128169.0000,138959997.0000,487812.0000,487812.0000,1406562.0000,1406562.0000,1230982.0000,-221704.0000,1230982.0000,0.0000,"N","N",,77353983.0000,77353983.0000,122569976.0000,120851801.0000,9.8598208912107477e-01,125417756.0000,122249490.0000,9.7473829782124310e-01,3.6062000000000000e+04,"Aa2",2.3289999999999999e+01,5134660833.0000,6753991307.5393,4.9000000000000000e+01,7.2270402490549251e-02,2.4070000000000000e+01,6.8567299999999996e+03,"Greater Bridgeport RPA"
"UNION","JG",2.0100000000000000e+03,1.4600000000000000e+02,1.4500000000000000e+02,"T",5743311.0000,749234.0000,6524565.0000,2380500.0000,171000.0000,0.0000,517174.0000,"N",346174.0000,501564.0000,2109913.0000,2659480.0000,1569906.0000,3119046.0000,2508585.0000,38750.0000,38750.0000,215203.0000,215203.0000,-25558.0000,148188.0000,-25558.0000,0.0000,"N","N",,3350098.0000,3350098.0000,2133794.0000,2108490.0000,9.8814131073571299e-01,2138683.0000,2104723.0000,9.8412106890081419e-01,8.5500000000000000e+02,,2.8710000000000001e+01,94612600.0000,135199428.5714,2.0000000000000000e+00,7.3619631901840496e-02,2.2629999999999999e+01,1.1119000000000000e+02,"Northeastern CT COG"
"VERNON","JG",2.0100000000000000e+03,1.4700000000000000e+02,1.4600000000000000e+02,"T",93272100.0000,4164333.0000,105396980.0000,3682235.0000,1833779.0000,322000.0000,10426729.0000,"N",8592950.0000,23875558.0000,54241727.0000,80615389.0000,49302826.0000,5486864.0000,77434462.0000,241856.0000,241856.0000,2901723.0000,2901723.0000,521060.0000,379828.0000,521060.0000,0.0000,"N","Y",,55238371.0000,55238371.0000,53909593.0000,53268067.0000,9.8809996580756976e-01,55125807.0000,53844073.0000,9.7674892995217288e-01,2.9205000000000000e+04,"Aa2",1.7730000000000000e+01,1696257867.0000,2455538730.7188,3.8100000000000000e+02,8.4543886013246514e-02,2.8420000000000002e+01,3.7380200000000000e+03,"Capital Region COG"
"VOLUNTOWN","JG",2.0100000000000000e+03,1.4800000000000000e+02,1.4700000000000000e+02,"NL",8227765.0000,2782363.0000,11010128.0000,-7763.0000,59218.0000,96745.0000,1292528.0000,"N",1233310.0000,3025042.0000,4535487.0000,7759323.0000,5976499.0000,281396.0000,7633663.0000,0.0000,273008.0000,109501.0000,109501.0000,16159.0000,108869.0000,289167.0000,0.0000,"N","N",,618487.0000,618487.0000,4445928.0000,4323363.0000,9.7243207717263980e-01,4691935.0000,4485049.0000,9.5590603876652169e-01,2.6080000000000000e+03,,3.8920000000000002e+01,222535885.0000,285912209.2920,1.3000000000000000e+01,9.9345627602617489e-02,2.0000000000000000e+01,4.1363999999999999e+02,"Southeastern CT COG"
"WALLINGFORD","JG",2.0100000000000000e+03,1.4900000000000000e+02,1.4800000000000000e+02,"NH",202934000.0000,8583000.0000,212997000.0000,4078000.0000,1130000.0000,5790000.0000,20291000.0000,"N",19161000.0000,31491000.0000,101282000.0000,139344000.0000,89377000.0000,6986000.0000,140254000.0000,2481000.0000,2481000.0000,1977000.0000,1977000.0000,-406000.0000,335000.0000,-406000.0000,0.0000,"N","Y",,43563000.0000,43563000.0000,100193000.0000,98344000.0000,9.8154561695926856e-01,103552000.0000,100271000.0000,9.6831543572311496e-01,4.5182000000000000e+04,"Aaa",3.9020000000000003e+01,4306911962.0000,6770743132.2288,1.7800000000000000e+02,8.4266193159885747e-02,2.3199999999999999e+01,6.7376199999999999e+03,"South Central Regional COG"
"WARREN","BP",2.0100000000000000e+03,1.5000000000000000e+02,1.4900000000000000e+02,"L",2252529.0000,3823902.0000,6076431.0000,347510.0000,0.0000,0.0000,2363236.0000,"N",2363236.0000,130698.0000,4221585.0000,4544215.0000,2706523.0000,17910.0000,3984381.0000,0.0000,0.0000,119954.0000,119954.0000,439880.0000,137020.0000,439880.0000,0.0000,"N","N",813717.6687,3047895.0000,3861612.6687,4178426.0000,4138117.0000,9.9035306596311623e-01,4203526.0000,4155604.0000,9.8859957093164164e-01,1.4690000000000000e+03,"Aa2",2.6309999999999999e+01,348032470.0000,523960020.3712,1.0000000000000000e+00,6.6216216216216220e-02,1.2000000000000000e+01,1.7600999999999999e+02,"Northwestern CT COG"
"WASHINGTON","BP",2.0100000000000000e+03,1.5100000000000000e+02,1.5000000000000000e+02,"L",11488450.0000,4537789.0000,16026239.0000,814115.0000,0.0000,0.0000,2043590.0000,"N",2043590.0000,295753.0000,13426374.0000,14510593.0000,9135602.0000,67073.0000,13210133.0000,0.0000,0.0000,991181.0000,991181.0000,309279.0000,-326849.0000,309279.0000,0.0000,"N","N",666274.9834,220000.0000,886274.9834,13407936.0000,13184540.0000,9.8333852428889879e-01,13604481.0000,13291247.0000,9.7697567441198230e-01,3.5860000000000000e+03,"Aa2",3.8180000000000000e+01,1250418900.0000,1786697785.7143,5.0000000000000000e+00,6.8016614745586707e-02,1.0750000000000000e+01,4.2667000000000002e+02,"Northwestern CT COG"
"WATERBURY","JG",2.0100000000000000e+03,1.5200000000000000e+02,1.5100000000000000e+02,"NH",321056000.0000,-209579000.0000,120512000.0000,3773000.0000,0.0000,3000000.0000,21180000.0000,"N",21180000.0000,155303000.0000,210060000.0000,383928000.0000,169827000.0000,26200000.0000,664097000.0000,166000.0000,313311000.0000,33044000.0000,33044000.0000,-313047000.0000,2066000.0000,98000.0000,0.0000,"N","Y",,423123000.0000,423123000.0000,210322000.0000,203947000.0000,9.6968933349816000e-01,231470000.0000,207079000.0000,8.9462565343241029e-01,1.1042900000000000e+05,"A1",2.8570000000000000e+01,5314767256.0000,7035972433.6567,4.2860000000000000e+03,1.4529193716045266e-01,3.9920200000000001e+01,1.7623540000000001e+04,"COG of Central Naugatuck Valley"
"WATERFORD","JG",2.0100000000000000e+03,1.5300000000000000e+02,1.5200000000000000e+02,"NL",172656382.0000,20180561.0000,192934516.0000,-1930297.0000,672191.0000,0.0000,11138043.0000,"N",10465852.0000,6471154.0000,61480550.0000,72531055.0000,44312500.0000,2223881.0000,70883989.0000,71489.0000,71489.0000,2658978.0000,2658978.0000,-940423.0000,-7920224.0000,-940423.0000,0.0000,"N","Y",,22765000.0000,22765000.0000,61399705.0000,60816120.0000,9.9049531264034574e-01,62376164.0000,61282590.0000,9.8246807867184649e-01,1.9540000000000000e+04,"Aa2",3.2750000000000000e+01,3656389715.0000,5048818612.1200,7.3000000000000000e+01,8.2013309588527511e-02,1.6859999999999999e+01,3.2410300000000002e+03,"Southeastern CT COG"
"WATERTOWN","BP",2.0100000000000000e+03,1.5400000000000000e+02,1.5300000000000000e+02,"L",124600580.0000,2571568.0000,127504316.0000,22148046.0000,698945.0000,350000.0000,6438162.0000,"N",5739217.0000,17406285.0000,43040294.0000,62569980.0000,38016801.0000,5795979.0000,61369544.0000,649570.0000,19409570.0000,1320124.0000,19877203.0000,529882.0000,-233116.0000,732803.0000,0.0000,"N","Y",,67945989.0000,67945989.0000,42762988.0000,42165317.0000,9.8602363801145043e-01,43615238.0000,42722953.0000,9.7954189771932465e-01,2.2526000000000000e+04,"Aa2",2.9149999999999999e+01,1914458397.0000,2796244961.4286,6.2000000000000000e+01,9.1242362525458254e-02,2.2590000000000000e+01,3.2628000000000002e+03,"COG of Central Naugatuck Valley"
"WEST HARTFORD","JG",2.0100000000000000e+03,1.5500000000000000e+02,1.5500000000000000e+02,"H",164752000.0000,23132000.0000,190157000.0000,6866000.0000,809000.0000,0.0000,18002000.0000,"N",17193000.0000,28491000.0000,186107000.0000,221507000.0000,131068000.0000,19183000.0000,219403000.0000,1069000.0000,68779000.0000,2484000.0000,69741000.0000,689000.0000,-341000.0000,1142000.0000,0.0000,"N","N",,151225000.0000,151225000.0000,186542000.0000,184817000.0000,9.9075275273128838e-01,188513000.0000,185966000.0000,9.8648899545389446e-01,6.3362000000000000e+04,"Aaa",2.1980000000000000e+01,4953979658.0000,7472184092.4690,2.3900000000000000e+02,8.0983078162771963e-02,3.7539999999999999e+01,1.0315309999999999e+04,"Capital Region COG"
"WEST HAVEN","BP",2.0100000000000000e+03,1.5600000000000000e+02,1.5600000000000000e+02,"NH",57222245.0000,-21428853.0000,35793392.0000,-5155109.0000,3569099.0000,0.0000,-10739978.0000,"N",-14309077.0000,56437139.0000,84739371.0000,144455138.0000,88027025.0000,17946681.0000,152104396.0000,2276195.0000,9696195.0000,585728.0000,7952338.0000,-5958791.0000,30096.0000,-5905401.0000,0.0000,"N","Y",,154504179.0000,154504179.0000,84226337.0000,82862226.0000,9.8380422266256218e-01,87999105.0000,83846347.0000,9.5280908822879506e-01,5.5662000000000000e+04,"Baa1",1.0830000000000000e+01,3006382907.0000,4282163842.7330,7.1600000000000000e+02,1.0355310038244042e-01,2.7960000000000001e+01,7.4194099999999999e+03,"South Central Regional COG"
"WESTBROOK","JG",2.0100000000000000e+03,1.5700000000000000e+02,1.5400000000000000e+02,"M",28949121.0000,6652732.0000,35635927.0000,2160461.0000,0.0000,0.0000,2426297.0000,"N",2426297.0000,2684738.0000,21687014.0000,25578050.0000,14639635.0000,3524322.0000,24872009.0000,81579.0000,81579.0000,1387915.0000,1387915.0000,-600295.0000,431662.0000,-600295.0000,0.0000,"N","N",,26610000.0000,26610000.0000,21550048.0000,21343627.0000,9.9042132063928578e-01,21959482.0000,21532592.0000,9.8056010610814959e-01,6.9490000000000000e+03,"Aa2",1.5720000000000001e+01,1327617282.0000,1843445781.1035,1.4000000000000000e+01,7.6414595452141729e-02,1.6300000000000001e+01,9.9005999999999995e+02,"CT River Estuary RPA"
"WESTON","BP",2.0100000000000000e+03,1.5800000000000000e+02,1.5700000000000000e+02,"F",44321077.0000,14435647.0000,58756724.0000,3293695.0000,1025304.0000,329500.0000,8934332.0000,"N",7909028.0000,4228009.0000,61700113.0000,66746393.0000,46822322.0000,7202796.0000,65285459.0000,80000.0000,50001887.0000,2103960.0000,51750908.0000,-563026.0000,-2074408.0000,-288087.0000,0.0000,"N","N",,65105000.0000,65105000.0000,61476303.0000,60671449.0000,9.8690789847919125e-01,62713833.0000,61318424.0000,9.7774958197818973e-01,1.0179000000000000e+04,"Aaa",1.9800000000000001e+01,2618555165.0000,3740858564.2857,9.0000000000000000e+00,5.5102040816326532e-02,2.3609999999999999e+01,2.5589600000000000e+03,"South Western RPA"
"WESTPORT","JG",2.0100000000000000e+03,1.5900000000000000e+02,1.5800000000000000e+02,"F",162494416.0000,50656496.0000,213150912.0000,48575.0000,1168017.0000,4840233.0000,25160901.0000,"N",23992884.0000,3432537.0000,155340454.0000,177707978.0000,102371249.0000,20771662.0000,175554068.0000,1021000.0000,22543544.0000,394025.0000,21768518.0000,2780885.0000,-1300822.0000,2928936.0000,0.0000,"N","Y",,169880214.0000,169880214.0000,154750739.0000,152030726.0000,9.8242326325821294e-01,161913133.0000,153817538.0000,9.5000038075972504e-01,2.6393000000000000e+04,"Aaa",2.0010000000000002e+01,10758913995.0000,14649694183.3865,1.2000000000000000e+01,6.1138767890479152e-02,1.4410000000000000e+01,5.7044499999999998e+03,"South Western RPA"
"WETHERSFIELD","JG",2.0100000000000000e+03,1.6000000000000000e+02,1.5900000000000000e+02,"H",57341997.0000,14698406.0000,72692702.0000,3548124.0000,813143.0000,700000.0000,8859202.0000,"Y",8046059.0000,14093177.0000,71117614.0000,87920659.0000,54093101.0000,4044856.0000,85563650.0000,0.0000,13332220.0000,2573236.0000,15734384.0000,-216227.0000,493124.0000,-45155.0000,0.0000,"N","N",,33421746.0000,33421746.0000,70693008.0000,70004521.0000,9.9026088973325344e-01,72314286.0000,70815175.0000,9.7926950423046422e-01,2.6695000000000000e+04,"Aa2",1.2390000000000001e+01,2307397010.0000,3299287214.2857,6.8000000000000000e+01,8.7956096113912779e-02,3.0680000000000000e+01,3.9456300000000001e+03,"Capital Region COG"
"WILLINGTON","JG",2.0100000000000000e+03,1.6100000000000000e+02,1.6000000000000000e+02,"T",9615588.0000,3894012.0000,13509600.0000,-53195.0000,168787.0000,200000.0000,1947888.0000,"N",1779101.0000,4164989.0000,11056874.0000,15423383.0000,11643506.0000,553264.0000,14922583.0000,57628.0000,57628.0000,435293.0000,435293.0000,123135.0000,303781.0000,123135.0000,0.0000,"N","N",3325575.5815,2876352.0000,6201927.5815,10984735.0000,10911259.0000,9.9331108124137724e-01,11126967.0000,11019197.0000,9.9031452146842891e-01,6.0350000000000000e+03,"Aa3",3.3270000000000003e+01,468329255.0000,670234110.0000,1.6000000000000000e+01,6.7447187579536771e-02,2.3350000000000001e+01,8.2409000000000003e+02,"Windham Region COG"
"WILTON","BP",2.0100000000000000e+03,1.6200000000000000e+02,1.6100000000000000e+02,"F",86669878.0000,23814311.0000,110484189.0000,875155.0000,425634.0000,4292747.0000,16941005.0000,"N",16515371.0000,8650886.0000,98036402.0000,108410591.0000,75499566.0000,9074738.0000,111247368.0000,100.0000,401308.0000,132156.0000,132156.0000,-2968833.0000,-1569304.0000,-2567625.0000,0.0000,"N","N",,72433126.0000,72433126.0000,97899043.0000,97141001.0000,9.9225690081566986e-01,99354285.0000,97676031.0000,9.8310838832970315e-01,1.8053000000000000e+04,"Aaa",2.6949999999999999e+01,5021457030.0000,6733875071.7961,2.0000000000000000e+00,6.2162486499459976e-02,1.9579999999999998e+01,4.3605699999999997e+03,"South Western RPA"
"WINCHESTER","BP",2.0100000000000000e+03,1.6300000000000000e+02,1.6200000000000000e+02,"L",37827059.0000,-1027616.0000,37321446.0000,-1897978.0000,50556.0000,0.0000,761699.0000,"N",711143.0000,9853477.0000,20170995.0000,30630238.0000,20374906.0000,733131.0000,30903727.0000,82700.0000,123820.0000,79136.0000,79136.0000,-269925.0000,-219426.0000,-228805.0000,0.0000,"N","N",,6297664.0000,6297664.0000,19992193.0000,19602244.0000,9.8049493619834505e-01,20584333.0000,19974449.0000,9.7037144706121881e-01,1.1254000000000000e+04,"Aa3",3.2280000000000001e+01,814324665.0000,1159887231.9483,1.3500000000000000e+02,1.1061801446416832e-01,2.4670000000000002e+01,1.4176600000000001e+03,"Litchfield Hills Cncl of Elected Ofcls"
"WINDHAM","JG",2.0100000000000000e+03,1.6400000000000000e+02,1.6300000000000000e+02,"W",21860638.0000,7468805.0000,30180955.0000,1518501.0000,400462.0000,0.0000,7679373.0000,"N",7278911.0000,31010000.0000,28707652.0000,62682158.0000,41047613.0000,2942433.0000,60998969.0000,72549.0000,189384.0000,503667.0000,503667.0000,1252071.0000,-154688.0000,1368906.0000,0.0000,"N","N",,21700033.0000,21700033.0000,28364876.0000,27896647.0000,9.8349264773799827e-01,29283103.0000,28388861.0000,9.6946218438667520e-01,2.5321000000000000e+04,"Aa3",2.7070000000000000e+01,926543898.0000,1381718061.2545,7.5100000000000000e+02,1.1411362526452873e-01,2.6670000000000002e+01,3.3895900000000001e+03,"Windham Region COG"
"WINDSOR","JG",2.0100000000000000e+03,1.6500000000000000e+02,1.6400000000000000e+02,"H",64077359.0000,21080580.0000,85157939.0000,-2254197.0000,378080.0000,900000.0000,15557923.0000,"N",15179843.0000,19483098.0000,75182401.0000,97207998.0000,63097716.0000,5859963.0000,90314622.0000,112590.0000,112590.0000,6716700.0000,6716700.0000,289266.0000,1397887.0000,289266.0000,0.0000,"Y","N",,38730000.0000,38730000.0000,74984463.0000,73947330.0000,9.8616869470679547e-01,76104627.0000,74607441.0000,9.8032726709244633e-01,2.9060000000000000e+04,"Aa1",2.9629999999999999e+01,2937296936.0000,4295760010.0000,1.8300000000000000e+02,8.6125843780135006e-02,2.8340000000000000e+01,4.2718500000000004e+03,"Capital Region COG"
"WINDSOR LOCKS","BP",2.0100000000000000e+03,1.6600000000000000e+02,1.6500000000000000e+02,"H",50796857.0000,17496896.0000,68297588.0000,-432112.0000,199758.0000,0.0000,8394229.0000,"N",8194471.0000,14162353.0000,28071629.0000,43380426.0000,29433589.0000,2007638.0000,43238133.0000,130643.0000,130643.0000,1390994.0000,1390994.0000,-1118058.0000,-301688.0000,-1118058.0000,0.0000,"N","N",,17106013.0000,17106013.0000,27674926.0000,27044587.0000,9.7722346213319600e-01,28708366.0000,27523577.0000,9.5873018338974780e-01,1.2502000000000000e+04,"Aa1",9.0299999999999994e+00,1265842813.0000,1965482324.2857,9.7000000000000000e+01,9.2083333333333336e-02,2.1649999999999999e+01,1.9165799999999999e+03,"Capital Region COG"
"WOLCOTT","JG",2.0100000000000000e+03,1.6700000000000000e+02,1.6600000000000000e+02,"NH",41386242.0000,15471460.0000,56857702.0000,-275810.0000,89488.0000,0.0000,1993364.0000,"N",1903876.0000,16944344.0000,31511554.0000,49276901.0000,32891047.0000,4513257.0000,49988434.0000,1003989.0000,1003989.0000,29064.0000,29064.0000,263392.0000,-329451.0000,263392.0000,0.0000,"N","N",,29850950.0000,29850950.0000,30885285.0000,30187366.0000,9.7740286353193762e-01,32473846.0000,31066040.0000,9.5664800529016492e-01,1.6692000000000000e+04,"A1",2.0430000000000000e+01,1361840970.0000,2017577873.2462,4.5000000000000000e+01,9.8075661491362348e-02,2.2690000000000001e+01,3.0271700000000001e+03,"COG of Central Naugatuck Valley"
"WOODBRIDGE","BP",2.0100000000000000e+03,1.6800000000000000e+02,1.6700000000000000e+02,"NH",48383232.0000,6945695.0000,55586122.0000,518159.0000,492994.0000,400000.0000,5042632.0000,"N",4549638.0000,1859771.0000,38817236.0000,41890647.0000,25751808.0000,2450956.0000,40924905.0000,167456.0000,167456.0000,1476552.0000,1476552.0000,-343354.0000,-24444.0000,-343354.0000,0.0000,"N","N",16933939.5536,16455000.0000,33388939.5536,38264590.0000,38161849.0000,9.9731498495083837e-01,38641000.0000,38407316.0000,9.9395243394322097e-01,8.9890000000000000e+03,"Aaa",1.8829999999999998e+01,1237659590.0000,1709202757.3351,5.0000000000000000e+00,5.9221311475409835e-02,3.1090000000000000e+01,1.5378699999999999e+03,"South Central Regional COG"
"WOODBURY","BP",2.0100000000000000e+03,1.6900000000000000e+02,1.6800000000000000e+02,"L",18009801.0000,4330329.0000,22835995.0000,-898320.0000,174279.0000,400000.0000,2478106.0000,"Y",2303827.0000,1106175.0000,25718465.0000,27415365.0000,19655602.0000,341068.0000,27793516.0000,104458.0000,104458.0000,71131.0000,71131.0000,-344824.0000,164953.0000,-344824.0000,0.0000,"N","N",3531617.1801,2705000.0000,6236617.1801,25574256.0000,25183314.0000,9.8471345559378154e-01,26280758.0000,25439197.0000,9.6797805451425711e-01,9.9950000000000000e+03,"Aa2",3.6469999999999999e+01,1210412711.0000,1733594465.7143,1.9000000000000000e+01,7.6067128785114915e-02,2.1129999999999999e+01,1.4137300000000000e+03,"COG of Central Naugatuck Valley"
"WOODSTOCK","JG",2.0100000000000000e+03,1.7000000000000000e+02,1.6900000000000000e+02,"W",18006456.0000,4109235.0000,24337744.0000,-533865.0000,292935.0000,370000.0000,2304450.0000,"Y",2011515.0000,7356429.0000,13766682.0000,21556594.0000,16248453.0000,1018287.0000,21870342.0000,22101.0000,203692.0000,381395.0000,381395.0000,-673042.0000,368475.0000,-491451.0000,0.0000,"N","Y",,3709681.0000,3709681.0000,13711445.0000,13472806.0000,9.8259563452283838e-01,14015611.0000,13664123.0000,9.7492167840560073e-01,7.9860000000000000e+03,"Aa3",6.0539999999999999e+01,782482325.0000,1030406354.3367,1.2000000000000000e+01,8.2095884599066610e-02,1.7500000000000000e+01,1.3859000000000001e+03,"Northeastern CT COG"
