Municipality,Initials,Fisc_Year_End,numbered,Comptroller Town Code,County_Identifier,Invested In Capital Assets Net of Related Debt,Unrestricted Net Assets,Total Net Assets,Change In Net Assets,Inter_Gov_Rev,Tax_Rev,Total_Revenue,Education,Debt_Service,Total_Expenditures,TOTAL_Trans_to_Genl_Fund,Other_Financing_Sources,TOTAL_Trans_from_Genl_Fund,Other_Financing_Uses,Operating_Surplus_(Deficit)_Including_Transfers,Prior_Yr_OP_Surplus_(Def)_including_sources_and_uses,Operating_Surplus_(Deficit)_Including_Sources_And_Uses,Special / Extraordinary Items,RSD_DEBT,TOWN_Bonded_Long_Term_Debt,Total_Bonded_Long_Term_Debt_(RSD_+_Town),Reserv_Fund_Bal,Design_Fund_Bal,Total_Fund_Bal,Restatement (Y or N),Unreserved_Fund_Bal,Deficit - Individual Enterprise Funds (Y or N),Deficit - Individual Internal Service Funds (Y or N),Curr_Year_Adjusted_Taxes_Collectible,Curr_Year_Taxes_Collected,Curr_Year_Tax_Collection_Rate,Total_Adjusted_Taxes_Collectible,Total_Taxes_Collected,Overal_Total_Tax_Collection_Rate,2006 Population,Moody's_Bond_Ratings_July_2006,area lmt,ACGLFY06,EGL,TANF06 Recipients,empl,ACMR,enrollmt,RPA Identifier
"SUFFIELD","VR",2.0060000000000000e+03,1.4000000000000000e+02,1.3900000000000000e+02,"H",40256241.0000,12503522.0000,53203231.0000,3755149.0000,11428383.0000,25909809.0000,40852232.0000,25554675.0000,3398512.0000,40560301.0000,809300.0000,16597542.0000,2380558.0000,17997197.0000,-1279327.0000,-97839.0000,-1107724.0000,0.0000,,24252544.0000,24252544.0000,59418.0000,1000000.0000,7975727.0000,"N",7916309.0000,"N","Y",25827424.0000,25593804.0000,9.9095457603514780e-01,26233971.0000,25782189.0000,9.8277874135028964e-01,1.5127000000000000e+04,"Aa3",4.2210000000000001e+01,1048848996.0000,1789754125.9246,1.4000000000000000e+01,3.7603138103611523e-02,2.4430000000000000e+01,2.4396900000000001e+03,"Capital Region COG"
"THOMASTON","VR",2.0060000000000000e+03,1.4100000000000000e+02,1.4000000000000000e+02,"L",22865552.0000,10530832.0000,34108690.0000,2180429.0000,6783992.0000,15353444.0000,22938094.0000,13181956.0000,2212389.0000,21746881.0000,1267090.0000,1267090.0000,1897860.0000,1897860.0000,560443.0000,11692.0000,560443.0000,0.0000,,24127861.0000,24127861.0000,0.0000,587800.0000,2972137.0000,"N",2972137.0000,"N","N ",15003165.0000,14679512.0000,9.7842768509177902e-01,16196379.0000,15034238.0000,9.2824686307970439e-01,7.9220000000000000e+03,"A2",1.2010000000000000e+01,385046346.0000,872660169.8305,3.2000000000000000e+01,4.8411829134720703e-02,3.8660000000000004e+01,1.4004700000000000e+03,"COG of Central Naugatuck Valley"
"THOMPSON","VR",2.0060000000000000e+03,1.4200000000000000e+02,1.4100000000000000e+02,"W",7868056.0000,5498498.0000,13698863.0000,931183.0000,8548232.0000,10199808.0000,19699274.0000,14592357.0000,245411.0000,19236252.0000,15936.0000,15936.0000,528680.0000,528680.0000,-49722.0000,-86050.0000,-49722.0000,0.0000,,743977.0000,743977.0000,49292.0000,250000.0000,2911881.0000,"N",2862589.0000,"N","N",9968508.0000,9797581.0000,9.8285330161745366e-01,10484508.0000,10017605.0000,9.5546734286434809e-01,9.3240000000000000e+03,"A3",4.6939999999999998e+01,625682187.0000,900420176.7143,6.6000000000000000e+01,4.7737254153141111e-02,1.5910000000000000e+01,1.5106700000000001e+03,"Northeastern CT COG"
"TOLLAND","VR",2.0060000000000000e+03,1.4300000000000000e+02,1.4200000000000000e+02,"T",85563227.0000,7315984.0000,93192274.0000,16823545.0000,11978318.0000,31414813.0000,44637195.0000,31048352.0000,4363648.0000,44555459.0000,63965.0000,488451.0000,261809.0000,261809.0000,-116108.0000,95293.0000,308378.0000,0.0000,,35708534.0000,35708534.0000,1083083.0000,17200.0000,5436664.0000,"Y",4353581.0000,"N","N",31275379.0000,31138906.0000,9.9563640779540996e-01,31453763.0000,31285218.0000,9.9464149965140891e-01,1.4699000000000000e+04,"A1",3.9710000000000001e+01,1141364375.0000,1635127180.0000,9.0000000000000000e+00,3.1576390575661889e-02,2.7219999999999999e+01,3.2066199999999999e+03,"Capital Region COG"
"TORRINGTON","VR",2.0060000000000000e+03,1.4400000000000000e+02,1.4300000000000000e+02,"L",71475981.0000,6878324.0000,82723308.0000,4246005.0000,31192763.0000,61514392.0000,98552611.0000,55729332.0000,5909266.0000,96984608.0000,1000647.0000,1000647.0000,844418.0000,844418.0000,1724232.0000,1936446.0000,1724232.0000,0.0000,,36094731.0000,36094731.0000,2068985.0000,0.0000,8315334.0000,"N",6246349.0000,"N","N",61288617.0000,61288617.0000,1.0000000000000000e+00,61288617.0000,61288617.0000,1.0000000000000000e+00,3.5931000000000000e+04,"A1",3.9789999999999999e+01,1859834341.0000,3323905882.1570,4.2700000000000000e+02,5.1050114368891661e-02,3.2759999999999998e+01,5.0480400000000000e+03,"Litchfield Hills Cncl of Elected Ofcls"
"TRUMBULL","VR",2.0060000000000000e+03,1.4500000000000000e+02,1.4400000000000000e+02,"F",78329769.0000,-38457359.0000,39896862.0000,884446.0000,10469485.0000,102911054.0000,119523299.0000,77699931.0000,16354027.0000,120594190.0000,526001.0000,526001.0000,229154.0000,229154.0000,-774044.0000,1733614.0000,-774044.0000,0.0000,,73818758.0000,73818758.0000,2549104.0000,0.0000,10219082.0000,"N",7669978.0000,"N","Y",101790139.0000,100883776.0000,9.9109576812740185e-01,103339956.0000,101685024.0000,9.8398555540317822e-01,3.5028000000000000e+04,"Aa2",2.3289999999999999e+01,3353486184.0000,7348967943.3854,3.5000000000000000e+01,3.4351362111130067e-02,3.0480000000000000e+01,6.7748299999999999e+03,"Greater Bridgeport RPA"
"UNION","VR",2.0060000000000000e+03,1.4600000000000000e+02,1.4500000000000000e+02,"T",1653535.0000,677668.0000,2500703.0000,382765.0000,435217.0000,1600113.0000,2133859.0000,1138978.0000,75438.0000,2029022.0000,28818.0000,28818.0000,33778.0000,33778.0000,99877.0000,50450.0000,99877.0000,0.0000,,527500.0000,527500.0000,98668.0000,0.0000,444107.0000,"N",345439.0000,"N","N",1585256.0000,1570159.0000,9.9047661702589362e-01,1621478.0000,1588126.0000,9.7943111161545204e-01,7.5300000000000000e+02,,2.8710000000000001e+01,67514811.0000,139591656.3277,0.0000000000000000e+00,3.4261241970021415e-02,2.3430000000000000e+01,1.0700000000000000e+02,"Northeastern CT COG"
"VERNON","VR",2.0060000000000000e+03,1.4700000000000000e+02,1.4600000000000000e+02,"T",36253203.0000,9185192.0000,47588001.0000,525706.0000,21967367.0000,46735710.0000,72633965.0000,45669360.0000,2926153.0000,70296978.0000,228715.0000,228715.0000,1698704.0000,1698704.0000,866998.0000,1032900.0000,866998.0000,0.0000,,22194252.0000,22194252.0000,1026658.0000,322000.0000,9011678.0000,"N",7985020.0000,"N","N",46489780.0000,45837742.0000,9.8597459484643724e-01,47889519.0000,46387348.0000,9.6863257281828197e-01,2.9672000000000000e+04,"A1",1.7730000000000000e+01,1284886216.0000,2597687500.0305,3.6300000000000000e+02,4.2763157894736843e-02,3.5789999999999999e+01,3.9487100000000000e+03,"Capital Region COG"
"VOLUNTOWN","VR",2.0060000000000000e+03,1.4800000000000000e+02,1.4700000000000000e+02,"NL",5894512.0000,3074417.0000,8968929.0000,359029.0000,3193758.0000,3813535.0000,7178088.0000,5454123.0000,378348.0000,6979103.0000,0.0000,41520.0000,174200.0000,174200.0000,24785.0000,-433904.0000,66305.0000,0.0000,,1716811.0000,1716811.0000,6000.0000,187000.0000,910186.0000,"N",904186.0000,"N","N",3808457.0000,3698241.0000,9.7106019576957281e-01,3962157.0000,3759230.0000,9.4878370544125334e-01,2.6090000000000000e+03,"A3",3.8920000000000002e+01,127396716.0000,310869832.5503,1.4000000000000000e+01,4.0701314965560426e-02,2.9650000000000002e+01,4.3210000000000002e+02,"Southeastern CT COG"
"WALLINGFORD","VR",2.0060000000000000e+03,1.4900000000000000e+02,1.4800000000000000e+02,"NH",172089000.0000,7475000.0000,179781000.0000,11804000.0000,30098000.0000,84279000.0000,123084000.0000,79873000.0000,6119000.0000,124215000.0000,1996000.0000,1996000.0000,2607000.0000,2607000.0000,-1742000.0000,-787000.0000,-1742000.0000,0.0000,,38976000.0000,38976000.0000,944000.0000,8127000.0000,21322000.0000," N",20378000.0000,"N","N",83602000.0000,82513000.0000,9.8697399583742018e-01,85518000.0000,83292000.0000,9.7397039219813375e-01,4.4825000000000000e+04,"Aa1",3.9020000000000003e+01,3120744185.0000,6513986847.6362,1.4000000000000000e+02,3.9050597385935373e-02,2.6600000000000001e+01,7.1479700000000003e+03,"South Central Regional COG"
"WARREN","VR",2.0060000000000000e+03,1.5000000000000000e+02,1.4900000000000000e+02,"L",2084778.0000,2555885.0000,4640663.0000,311999.0000,145548.0000,3793837.0000,4231295.0000,2595665.0000,0.0000,3734289.0000,0.0000,0.0000,380000.0000,380000.0000,117006.0000,-93307.0000,117006.0000,0.0000,1479252.0000,0.0000,1479252.0000,0.0000,0.0000,1244214.0000,"N",1244214.0000,"N","N",3741254.0000,3715263.0000,9.9305286409316229e-01,3774754.0000,3743463.0000,9.9171045318449891e-01,1.3850000000000000e+03,,2.6310000000000002e+01,198057230.0000,426345908.7466,1.0000000000000000e+00,3.5182679296346414e-02,1.8719999999999999e+01,2.1112000000000000e+02,"Northwestern CT COG"
"WASHINGTON","VR",2.0060000000000000e+03,1.5100000000000000e+02,1.5000000000000000e+02,"L",9585062.0000,2125627.0000,13479963.0000,270707.0000,268260.0000,10367977.0000,11723878.0000,7684429.0000,77316.0000,11396499.0000,0.0000,0.0000,812536.0000,812536.0000,-485157.0000,4611.0000,-485157.0000,0.0000,1288854.0000,440000.0000,1728854.0000,0.0000,513685.0000,2142233.0000,"N",2142233.0000,"N","N",10233870.0000,10165545.0000,9.9332364003060425e-01,10370484.0000,10255823.0000,9.8894352471880775e-01,3.7040000000000000e+03,"Aa3",3.8180000000000000e+01,932023550.0000,1603445348.4090,1.5000000000000000e+01,3.2676348547717844e-02,1.1000000000000000e+01,4.8821000000000004e+02,"Northwestern CT COG"
"WATERBURY","VR",2.0060000000000000e+03,1.5200000000000000e+02,1.5100000000000000e+02,"NH",249075000.0000,-143179000.0000,116043000.0000,10501000.0000,137672000.0000,188416000.0000,349954000.0000,144916000.0000,18278000.0000,322515000.0000,0.0000,0.0000,24057000.0000,24057000.0000,3382000.0000,-2110000.0000,3382000.0000,0.0000,,119895000.0000,119895000.0000,0.0000,2000000.0000,19494000.0000,"N",19494000.0000,"N","Y",185744000.0000,179493000.0000,9.6634615384615385e-01,218748000.0000,185845000.0000,8.4958491049061025e-01,1.0745500000000000e+05,"Baa2",2.8570000000000000e+01,3409504068.0000,6659092768.9846,4.4160000000000000e+03,7.0859581385897180e-02,5.3966799999999999e+01,1.7749660000000000e+04,"COG of Central Naugatuck Valley"
"WATERFORD","VR",2.0060000000000000e+03,1.5300000000000000e+02,1.5200000000000000e+02,"NL",134441297.0000,46217160.0000,180765454.0000,10085421.0000,5006954.0000,46539066.0000,64346648.0000,38288496.0000,0.0000,61524607.0000,281602.0000,281602.0000,5724983.0000,5724983.0000,-2621340.0000,-2161396.0000,-2621340.0000,0.0000,,0.0000,0.0000,693823.0000,0.0000,12925192.0000,"N",12231369.0000,"N","N",49434021.0000,46029913.0000,9.3113835510164145e-01,55178504.0000,46366415.0000,8.4029851552336399e-01,1.8809000000000000e+04,,3.2750000000000000e+01,2621946510.0000,4622086966.3922,6.8000000000000000e+01,3.9042215597653619e-02,1.8840000000000000e+01,3.2839700000000003e+03,"Southeastern CT COG"
"WATERTOWN","VR",2.0060000000000000e+03,1.5400000000000000e+02,1.5300000000000000e+02,"L",63489201.0000,4930851.0000,68693944.0000,3174348.0000,14670502.0000,34328688.0000,52023178.0000,32377713.0000,3059630.0000,51384624.0000,878612.0000,878612.0000,451060.0000,451060.0000,1066106.0000,-480601.0000,1066106.0000,0.0000,,39311785.0000,39311785.0000,930145.0000,0.0000,5115525.0000,"N",4185380.0000,"N","N",34088280.0000,33774182.0000,9.9078574806355735e-01,34692771.0000,34130186.0000,9.8378379749487288e-01,2.2347000000000000e+04,"Aa3",2.9150000000000002e+01,1582380942.0000,2818263761.9495,7.7000000000000000e+01,4.2762889956829843e-02,2.1350000000000001e+01,3.5499000000000001e+03,"COG of Central Naugatuck Valley"
"WEST HARTFORD","VR",2.0060000000000000e+03,1.5500000000000000e+02,1.5500000000000000e+02,"H",145992000.0000,23966000.0000,172174000.0000,-585000.0000,23822000.0000,162739000.0000,194779000.0000,114161000.0000,15809000.0000,191359000.0000,1086000.0000,1516000.0000,4234000.0000,4234000.0000,272000.0000,2094000.0000,702000.0000,0.0000,,151248000.0000,151248000.0000,429000.0000,0.0000,14862000.0000,"N",14433000.0000,"N","N",162715000.0000,161504000.0000,9.9255753925575396e-01,164267000.0000,162263000.0000,9.8780034943110906e-01,6.0794000000000000e+04,"Aaa",2.1980000000000000e+01,3659349190.0000,8847511973.4344,2.8700000000000000e+02,3.9115883419327847e-02,4.4070000000000000e+01,9.9952600000000002e+03,"Capital Region COG"
"WEST HAVEN","VR",2.0060000000000000e+03,1.5600000000000000e+02,1.5600000000000000e+02,"NH",40306778.0000,-2410699.0000,37896079.0000,-15855945.0000,48542209.0000,77720418.0000,132823095.0000,80310914.0000,16775024.0000,139255940.0000,959799.0000,959799.0000,701680.0000,701680.0000,-6174726.0000,-5801572.0000,-6174726.0000,0.0000,,183498656.0000,183498656.0000,4600000.0000,0.0000,-9786491.0000,"N",-14386491.0000,"N","Y",76823406.0000,73724236.0000,9.5965851865510887e-01,86003911.0000,76220582.0000,8.8624553364788261e-01,5.2820000000000000e+04,"A3",1.0830000000000000e+01,1843848085.0000,4772998304.4605,8.6500000000000000e+02,4.9771422678994946e-02,4.1090000000000003e+01,7.5700799999999999e+03,"South Central Regional COG"
"WESTBROOK","VR",2.0060000000000000e+03,1.5700000000000000e+02,1.5400000000000000e+02,"M",21398285.0000,6437602.0000,28026805.0000,7131891.0000,2062489.0000,16910927.0000,20325777.0000,11612832.0000,3282568.0000,19730191.0000,38612.0000,38612.0000,258888.0000,258888.0000,375310.0000,-359977.0000,375310.0000,0.0000,,30905000.0000,30905000.0000,0.0000,27031.0000,1557370.0000,"N",1557370.0000,"N","N",16887242.0000,16639806.0000,9.8534775542388742e-01,17282125.0000,16746656.0000,9.6901602088863492e-01,6.6170000000000000e+03,"A1",1.5720000000000001e+01,790509003.0000,1739946035.6161,9.0000000000000000e+00,3.6078215367667310e-02,2.1430000000000000e+01,1.0263399999999999e+03,"CT River Estuary RPA"
"WESTON","VR",2.0060000000000000e+03,1.5800000000000000e+02,1.5700000000000000e+02,"F",33763305.0000,14817979.0000,48581284.0000,7175038.0000,3518107.0000,52542681.0000,58511651.0000,40163726.0000,6508093.0000,55580456.0000,43518.0000,53446.0000,1811528.0000,1811528.0000,1163185.0000,2449405.0000,1173113.0000,0.0000,,74504964.0000,74504964.0000,463457.0000,329500.0000,8939492.0000,"N",8476035.0000,"N","N",52604948.0000,52180633.0000,9.9193393366722837e-01,52908188.0000,52236133.0000,9.8729771278502299e-01,1.0270000000000000e+04,"Aaa",1.9800000000000001e+01,2400038834.0000,3974106476.5327,1.0000000000000000e+00,2.6559604694255712e-02,2.2050000000000001e+01,2.5775500000000002e+03,"South Western RPA"
"WESTPORT","VR",2.0060000000000000e+03,1.5900000000000000e+02,1.5800000000000000e+02,"F",145846347.0000,43258041.0000,189104388.0000,14264461.0000,2483713.0000,126695262.0000,148207138.0000,84271051.0000,18062701.0000,147213079.0000,780356.0000,780356.0000,1381629.0000,1381629.0000,392786.0000,2322785.0000,392786.0000,0.0000,,177120000.0000,177120000.0000,151811.0000,6635680.0000,18677006.0000,"N",18525195.0000,"N","N",126849557.0000,124885430.0000,9.8451609097854398e-01,132111038.0000,126706549.0000,9.5909131377803569e-01,2.6642000000000000e+04,"Aaa",2.0010000000000002e+01,5974024572.0000,14803575316.5762,1.0000000000000000e+01,2.9041008456996968e-02,2.1300000000000001e+01,5.4730600000000004e+03,"South Western RPA"
"WETHERSFIELD","VR",2.0060000000000000e+03,1.6000000000000000e+02,1.5900000000000000e+02,"H",42639855.0000,10043651.0000,53281657.0000,5618618.0000,9732623.0000,59857695.0000,73038020.0000,42346604.0000,3438934.0000,69235640.0000,0.0000,0.0000,2388038.0000,2388038.0000,1414342.0000,813286.0000,1414342.0000,0.0000,,37632567.0000,37632567.0000,334672.0000,700000.0000,7232743.0000,"N",6898071.0000,"N","N",59775611.0000,59361909.0000,9.9307908370857134e-01,60549158.0000,59846619.0000,9.8839721272424630e-01,2.6057000000000000e+04,"Aa3",1.2390000000000001e+01,1972628810.0000,3541097244.3691,8.6000000000000000e+01,4.2910590211498817e-02,3.0190000000000001e+01,3.8129400000000001e+03,"Capital Region COG"
"WILLINGTON","VR",2.0060000000000000e+03,1.6100000000000000e+02,1.6000000000000000e+02,"T",5988609.0000,3831921.0000,10472269.0000,1257679.0000,4257485.0000,9738700.0000,14465961.0000,6966782.0000,311505.0000,13457782.0000,0.0000,0.0000,698260.0000,698260.0000,309919.0000,160623.0000,309919.0000,0.0000,5328489.2704,4150578.0000,9479067.2704,201400.0000,350000.0000,1841620.0000,"N",1640220.0000,"N","N",9709774.0000,9642552.0000,9.9307687284997570e-01,9782651.0000,9685458.0000,9.9006475851995535e-01,6.2050000000000000e+03,"A2",3.3270000000000003e+01,377288220.0000,653922978.1752,1.8000000000000000e+01,3.2047941636268888e-02,2.5510000000000002e+01,8.9307000000000005e+02,"Windham Region COG"
"WILTON","VR",2.0060000000000000e+03,1.6200000000000000e+02,1.6100000000000000e+02,"F",72275690.0000,19344112.0000,91619802.0000,9868399.0000,7253387.0000,83992590.0000,95905509.0000,58326713.0000,9210393.0000,90285485.0000,0.0000,335686.0000,0.0000,0.0000,5620024.0000,3655004.0000,5955710.0000,0.0000,,71680234.0000,71680234.0000,1211126.0000,1378159.0000,15480679.0000,"N",14269553.0000,"N","N",81597092.0000,81195945.0000,9.9508380764353710e-01,82617480.0000,81648184.0000,9.8826766442162117e-01,1.7887000000000000e+04,"Aaa",2.6949999999999999e+01,3703798210.0000,7147860185.8822,0.0000000000000000e+00,2.9676477742641694e-02,2.2550000000000001e+01,4.3476099999999997e+03,"South Western RPA"
"WINCHESTER","VR",2.0060000000000000e+03,1.6300000000000000e+02,1.6200000000000000e+02,"L",26309934.0000,1565003.0000,27874937.0000,-1197340.0000,9428093.0000,19108386.0000,29499271.0000,18753486.0000,562145.0000,29724844.0000,4040.0000,909026.0000,163538.0000,163538.0000,-385071.0000,119448.0000,519915.0000,0.0000,,2328302.0000,2328302.0000,86833.0000,208721.0000,1342709.0000,"N",1255876.0000,"N","N",18941101.0000,18498146.0000,9.7661408383810422e-01,19587630.0000,18859284.0000,9.6281602215275663e-01,1.0870000000000000e+04,"A2",3.2280000000000001e+01,567607629.0000,1055824838.6528,1.0600000000000000e+02,5.1243279569892476e-02,3.2980000000000004e+01,1.5889300000000001e+03,"Litchfield Hills Cncl of Elected Ofcls"
"WINDHAM","VR",2.0060000000000000e+03,1.6400000000000000e+02,1.6300000000000000e+02,"W",5245006.0000,14705763.0000,23395347.0000,3134966.0000,32406935.0000,24980312.0000,61072534.0000,39203252.0000,3064687.0000,62118335.0000,0.0000,259772.0000,536247.0000,536247.0000,-1582048.0000,-108970.0000,-1322276.0000,0.0000,,25025396.0000,25025396.0000,304465.0000,1000000.0000,7452133.0000,"N",7147668.0000,"N","N",23863928.0000,23220415.0000,9.7303407050172130e-01,25093701.0000,24060001.0000,9.5880639527824130e-01,2.3810000000000000e+04,"A2",2.7070000000000000e+01,662256515.0000,1396499499.3881,6.3800000000000000e+02,6.8965517241379309e-02,2.7870000000000001e+01,3.6336700000000001e+03,"Windham Region COG"
"WINDSOR","VR",2.0060000000000000e+03,1.6500000000000000e+02,1.6400000000000000e+02,"H",36691713.0000,27301646.0000,63993359.0000,2214363.0000,15976226.0000,66518496.0000,87510520.0000,55393395.0000,5603336.0000,79685936.0000,0.0000,0.0000,6325757.0000,6325757.0000,1498827.0000,1803831.0000,1498827.0000,0.0000,,46475000.0000,46475000.0000,756732.0000,150000.0000,11023598.0000,"N",10266866.0000,"Y","N",66125430.0000,65358104.0000,9.8839590154650037e-01,67112884.0000,66004376.0000,9.8348293302370970e-01,2.8703000000000000e+04,"Aa2",2.9629999999999999e+01,2285666087.0000,3744909820.6145,1.8400000000000000e+02,4.2495250158328057e-02,2.8730000000000000e+01,4.6552200000000003e+03,"Capital Region COG"
"WINDSOR LOCKS","VR",2.0060000000000000e+03,1.6600000000000000e+02,1.6500000000000000e+02,"H",45641044.0000,16094389.0000,61739268.0000,4981025.0000,12222712.0000,25295493.0000,39763876.0000,23516067.0000,1822930.0000,35682769.0000,126775.0000,126775.0000,2352921.0000,2352921.0000,1854961.0000,682892.0000,1854961.0000,0.0000,,16475031.0000,16475031.0000,231517.0000,1100000.0000,8862107.0000,"N",8630590.0000,"N","Y",25161239.0000,24692718.0000,9.8137925560819961e-01,25782515.0000,24883865.0000,9.6514498294677609e-01,1.2444000000000000e+04,"Aa2",9.0299999999999994e+00,1075813476.0000,1870948983.8888,5.8000000000000000e+01,4.3027773780400055e-02,2.2400000000000002e+01,2.0717700000000000e+03,"Capital Region COG"
"WOLCOTT","VR",2.0060000000000000e+03,1.6700000000000000e+02,1.6600000000000000e+02,"NH",38287129.0000,14939016.0000,53226145.0000,830559.0000,16113144.0000,28423438.0000,46250600.0000,30421362.0000,4602934.0000,45892709.0000,357891.0000,357891.0000,410802.0000,410802.0000,304980.0000,178536.0000,304980.0000,0.0000,,34737012.0000,34737012.0000,53714.0000,900000.0000,2628206.0000,"N",2574492.0000,"N","N",28248230.0000,27612314.0000,9.7748828864675774e-01,29392595.0000,28092841.0000,9.5577954243237118e-01,1.6300000000000000e+04,"A3",2.0430000000000000e+01,885089640.0000,1847012210.6887,5.4000000000000000e+01,4.1395557549921469e-02,3.1640000000000001e+01,3.3460000000000000e+03,"COG of Central Naugatuck Valley"
"WOODBRIDGE","VR",2.0060000000000000e+03,1.6800000000000000e+02,1.6700000000000000e+02,"NH",38183436.0000,10274296.0000,48716836.0000,2628392.0000,1519351.0000,33488423.0000,37225600.0000,10894473.0000,2172912.0000,35460772.0000,416192.0000,7980843.0000,2421679.0000,9336236.0000,-240659.0000,621258.0000,409435.0000,0.0000,20157891.0000,16703887.0000,36861778.0000,458984.0000,500000.0000,5628294.0000,"N",5169310.0000,"N","N",33151644.0000,33055910.0000,9.9711223974292196e-01,33234790.0000,33063506.0000,9.9484624395099230e-01,9.2450000000000000e+03,"Aa1",1.8830000000000002e+01,1173681658.0000,1679135411.4286,8.0000000000000000e+00,2.7397260273972601e-02,2.8219999999999999e+01,1.7110400000000000e+03,"South Central Regional COG"
"WOODBURY","VR",2.0060000000000000e+03,1.6900000000000000e+02,1.6800000000000000e+02,"L",11956811.0000,4212805.0000,16688136.0000,151469.0000,1162254.0000,21648798.0000,23983052.0000,16856778.0000,116580.0000,24068468.0000,0.0000,0.0000,128582.0000,128582.0000,-213998.0000,550553.0000,-213998.0000,0.0000,6415699.0000,670000.0000,7085699.0000,61110.0000,471613.0000,3006265.0000,"N",2945155.0000,"N","N",21501886.0000,21247446.0000,9.8816661943050021e-01,21936617.0000,21417575.0000,9.7633901344040419e-01,9.7650000000000000e+03,,3.6469999999999999e+01,999377709.0000,1836357379.7840,1.0000000000000000e+01,3.0325307847822093e-02,2.1420000000000002e+01,1.5422400000000000e+03,"COG of Central Naugatuck Valley"
"WOODSTOCK","VR",2.0060000000000000e+03,1.7000000000000000e+02,1.6900000000000000e+02,"W",15503782.0000,7875961.0000,25482356.0000,856635.0000,6500250.0000,11916752.0000,19281704.0000,14177086.0000,1262067.0000,18859422.0000,3541.0000,54871.0000,320862.0000,320862.0000,104961.0000,-39472.0000,156291.0000,0.0000,,7308908.0000,7308908.0000,422985.0000,460000.0000,2602381.0000,"Y",2179396.0000,"N","N",11787462.0000,11580256.0000,9.8242149158147873e-01,12118357.0000,11744108.0000,9.6911718312969319e-01,8.2030000000000000e+03,"A2",6.0539999999999999e+01,447150361.0000,1094767162.4420,1.0000000000000000e+01,3.9292730844793712e-02,2.6000000000000000e+01,1.4836300000000001e+03,"Northeastern CT COG"
